,TEAM_ABBREVIATION,PLAYER_NAME,SEASON_ID,GAME_ID,GAME_DATE,MATCHUP,MINUTES,AVG_PTS_PM,AVG_REB_PM,AVG_AST_PM,AVG_STL_PM,AVG_BLK_PM,AVG_TO_PM,AVG_PACE,AVG_FG_PCT,AVG_FT_PCT,AVG_PLUS_MINUS,GAME_COUNT
248,PHI,Danny Green,22021,22100956,2022-03-05,PHI @ MIA,19.58833333333333,0.186,0.064,0.045,0.007,0.011,0.032,101.671,0.327,0.0,0.2,47
249,DAL,Jeremy Evans,22015,0021500805,2016-02-19,DAL @ ORL,2.585,,,,,,,44.409,0.0,0.0,0.0,51
250,GSW,Festus Ezeli,22014,0021401036,2015-03-21,GSW vs. UTA,8.953333333333333,,,,,,,86.55,0.0,0.0,0.0,49
251,IND,Danny Granger,22010,0021000652,2011-01-23,IND @ DEN,36.83,0.0,0.0,0.0,0.0,0.0,0.0,94.422,0.0,0.0,0.0,39
252,PHX,Jae Crowder,22021,22100432,2021-12-16,PHX vs. WAS,28.636666666666667,0.368,0.158,0.054,0.049,0.011,0.033,97.919,0.425,0.33,6.5,27
253,SAS,Davis Bertans,22016,0021601011,2017-03-15,SAS vs. POR,8.626666666666667,,,,,,,69.399,0.327,0.1,0.5,65
254,WAS,Martell Webster,22014,0021400691,2015-01-28,WAS @ PHX,8.128333333333334,,,,,,,77.406,0.0,0.0,0.0,17
255,LAL,Taurean Prince,22023,0022300015,2023-11-10,LAL @ PHX,25.28809523809524,,,,,,,86.066,0.337,0.357,-6.714,7
256,LAC,JJ Redick,22015,0021500359,2015-12-14,LAC @ DET,22.121666666666666,,,,,,,95.78,0.0,0.0,0.0,24
257,MIL,Ekpe Udoh,22012,0021200382,2012-12-21,MIL @ BOS,20.04,0.0,0.0,0.0,0.0,0.0,0.0,94.661,0.0,0.0,0.0,23
258,MIN,Dario Saric,22018,0021800689,2019-01-20,MIN vs. PHX,21.318333333333335,0.0,0.0,0.0,0.0,0.0,0.0,103.528,0.0,0.0,0.0,44
259,MEM,Desmond Bane,22024,0022400082,2024-10-25,MEM @ HOU,27.1,0.886,0.148,0.148,0.037,0.037,0.037,101.88,0.4,1.0,-8.0,1
260,SAS,Keldon Johnson,22020,0022000371,2021-02-08,SAS vs. GSW,27.673333333333336,0.387,0.194,0.06,0.011,0.006,0.045,101.41,0.346,0.547,-5.4,23
261,BOS,Aaron Nesmith,22020,0022000485,2021-02-23,BOS @ DAL,12.215,,,,,,,65.431,0.175,0.242,2.8,29
262,LAC,Austin Rivers,22016,0021600667,2017-01-23,LAC @ ATL,31.123333333333328,,,,,,,86.587,0.349,0.562,4.9,45
263,CLE,Manny Harris,22011,0021100662,2012-03-18,CLE vs. ATL,1.8700000000000003,,,,,,,42.012,0.0,0.0,0.0,10
264,OKC,Kevin Durant,22014,0021400489,2015-01-02,OKC vs. WAS,29.363333333333337,0.0,0.0,0.0,0.0,0.0,0.0,98.493,0.0,0.0,0.0,10
265,DEN,Gary Harris,22015,0021500888,2016-02-29,DEN vs. MEM,36.95833333333333,0.0,0.0,0.0,0.0,0.0,0.0,99.875,0.0,0.0,0.0,56
266,CHI,Vladimir Radmanovic,22012,0021200793,2013-02-19,CHI @ NOH,1.7883333333333333,,,,,,,16.216,0.0,0.0,0.0,52
267,LAC,Matt Barnes,22014,0021400607,2015-01-17,LAC @ SAC,30.350000000000005,0.0,0.0,0.0,0.0,0.0,0.0,96.682,0.0,0.0,0.0,39
268,IND,Paul George,22012,0021200047,2012-11-05,IND @ SAS,39.68888888888889,0.0,0.0,0.0,0.0,0.0,0.0,94.293,0.0,0.0,0.0,3
269,SAC,Omri Casspi,22015,0021500928,2016-03-05,SAC @ SAS,20.381666666666668,,,,,,,92.051,0.0,0.0,0.0,59
270,UTA,Marvin Williams,22013,0021300052,2013-11-05,UTA @ BKN,0.0,,,,,,,0.0,0.0,0.0,0.0,3
271,MEM,Ziaire Williams,22021,22100705,2022-01-23,MEM @ DAL,24.57166666666667,0.4,0.072,0.043,0.027,0.003,0.022,104.295,0.449,0.575,3.6,31
272,DET,Kyle Singler,22013,0021300876,2014-03-01,DET @ HOU,37.291666666666664,0.0,0.0,0.0,0.0,0.0,0.0,96.96,0.0,0.0,0.0,58
273,DAL,Dirk Nowitzki,42013,0041300142,2014-04-23,DAL @ SAS,39.25,0.0,0.0,0.0,0.0,0.0,0.0,92.94,0.0,0.0,0.0,1
274,WAS,Marcus Thornton,22016,0021600805,2017-02-10,WAS vs. IND,0.0,,,,,,,0.0,0.0,0.0,0.0,52
275,MIN,Jaden McDaniels,22022,0022200212,2022-11-16,MIN @ ORL,28.839999999999996,0.381,0.115,0.041,0.032,0.045,0.078,103.035,0.563,0.2,-2.7,14
276,MIL,Jrue Holiday,22020,0022000226,2021-01-21,MIL vs. LAL,33.28666666666667,0.337,0.081,0.109,0.046,0.011,0.017,102.456,0.339,0.467,4.0,14
277,LAL,Jeremy Lin,22014,0021400315,2014-12-09,LAL vs. SAC,27.69166666666667,0.0,0.0,0.0,0.0,0.0,0.0,99.265,0.0,0.0,0.0,21
278,BKN,Blake Griffin,22021,22101133,2022-03-29,BKN vs. DET,4.448333333333333,,,,,,,208.421,0.168,0.15,0.9,74
279,TOR,Bismack Biyombo,22015,0021501098,2016-03-28,TOR vs. OKC,26.156666666666673,0.0,0.0,0.0,0.0,0.0,0.0,92.6,0.0,0.0,0.0,72
280,TOR,Cory Joseph,22015,0021500421,2015-12-22,TOR vs. DAL,29.16166666666667,0.0,0.0,0.0,0.0,0.0,0.0,93.347,0.0,0.0,0.0,29
281,CLE,Anthony Bennett,22013,0021300928,2014-03-08,CLE vs. NYK,12.671666666666667,,,,,,,87.799,0.0,0.0,0.0,61
282,BKN,Thomas Robinson,22015,0021500144,2015-11-14,BKN @ GSW,12.979629629629631,0.0,0.0,0.0,0.0,0.0,0.0,99.566,0.0,0.0,0.0,9
283,DAL,Yogi Ferrell,22017,0021700181,2017-11-11,DAL vs. CLE,27.746666666666663,0.365,0.099,0.069,0.038,0.008,0.041,100.534,0.439,0.61,0.1,12
284,ORL,Chuma Okeke,22020,0022000596,2021-03-14,ORL vs. MIA,22.40833333333333,0.157,0.08,0.048,0.034,0.017,0.012,103.227,0.256,0.1,1.5,22
285,TOR,Aron Baynes,22020,0022000965,2021-05-01,TOR @ UTA,0.0,,,,,,,0.0,0.0,0.0,0.0,63
286,IND,Brad Wanamaker,22021,22100355,2021-12-06,IND vs. WAS,6.318333333333333,,,,,,,61.125,0.243,0.5,0.9,25
287,DEN,Ty Lawson,22014,0021400921,2015-03-06,DEN @ SAS,29.198333333333334,,,,,,,89.072,0.0,0.0,0.0,60
288,PHI,Furkan Korkmaz,22022,0022200791,2023-02-03,PHI @ SAS,1.6566666666666667,,,,,,,30.607,0.175,0.05,-1.1,46
289,TOR,DeMar DeRozan,22014,0021401008,2015-03-18,TOR vs. MIN,36.745,0.0,0.0,0.0,0.0,0.0,0.0,95.921,0.0,0.0,0.0,46
290,MIA,Kyle Guy,22021,22100885,2022-02-17,MIA @ CHA,3.568333333333334,,,,,,,52.767,0.087,0.117,-3.0,22
291,MEM,Marreese Speights,22012,0021200416,2012-12-26,MEM vs. PHI,12.053333333333335,0.0,0.0,0.0,0.0,0.0,0.0,95.59,0.0,0.0,0.0,25
292,IND,Paul George,22016,0021600095,2016-11-07,IND @ CHA,34.31111111111111,0.652,0.168,0.08,0.05,0.018,0.093,100.41,0.497,0.535,3.0,6
293,BOS,Marcus Morris Sr.,22017,0021700820,2018-02-09,BOS vs. IND,21.366666666666667,,,,,,,78.807,0.354,0.627,-0.6,35
294,SAC,James Johnson,22012,0021201200,2013-04-14,SAC @ HOU,0.85,,,,,,,9.6,0.0,0.0,0.0,79
295,TOR,Jordan Nwora,22023,0022300795,2024-02-22,TOR vs. BKN,11.203333333333333,,,,,,,83.242,0.218,0.363,-3.2,54
296,GSW,Jarrett Jack,42012,0041200165,2013-04-30,GSW @ DEN,39.75416666666666,0.0,0.0,0.0,0.0,0.0,0.0,100.273,0.0,0.0,0.0,4
297,MIL,Joe Ingles,22022,0022200483,2022-12-23,MIL @ BKN,15.875,0.091,0.063,0.065,0.033,0.0,0.159,103.74,0.167,0.0,-3.0,2
298,DET,Trey Lyles,22021,22100617,2022-01-16,DET vs. PHX,26.136666666666667,0.547,0.265,0.079,0.028,0.041,0.035,99.942,0.453,0.665,0.7,38
299,LAC,Ryan Hollins,22013,0021300763,2014-02-09,LAC vs. PHI,6.406666666666666,,,,,,,84.477,0.0,0.0,0.0,53
300,NYK,Julius Randle,22021,22100934,2022-03-02,NYK @ PHI,38.30499999999999,0.656,0.304,0.177,0.02,0.013,0.097,100.96,0.404,0.774,-4.7,59
301,DEN,Nate Robinson,22013,0021300175,2013-11-21,DEN vs. CHI,16.246666666666663,0.0,0.0,0.0,0.0,0.0,0.0,97.835,0.0,0.0,0.0,10
302,MIN,Marcus Georges-Hunt,22017,0021700680,2018-01-20,MIN vs. TOR,3.56,,,,,,,93.481,0.217,0.1,-1.5,47
303,WAS,Jeff Green,22018,0021801028,2019-03-15,WAS vs. CHA,28.763333333333332,0.415,0.092,0.04,0.021,0.014,0.039,102.568,0.446,0.868,0.8,66
304,IND,Lance Stephenson,22011,0021100564,2012-03-06,IND vs. ATL,12.016666666666667,,,,,,,80.55,0.0,0.0,0.0,36
305,MIN,Anthony Edwards,42021,42100153,2022-04-21,MIN vs. MEM,37.075,0.742,0.113,0.089,0.027,0.025,0.099,103.45,0.48,1.0,-2.0,2
306,CHA,James Bouknight,22022,0022200460,2022-12-19,CHA @ SAC,3.3466666666666667,,,,,,,40.803,0.064,0.083,-1.5,30
307,BOS,Marcus Smart,22019,0021900960,2020-03-10,BOS @ IND,37.27833333333333,0.501,0.133,0.14,0.052,0.017,0.056,99.581,0.37,0.583,4.8,53
308,PHI,Elton Brand,22011,0021100550,2012-03-04,PHI vs. CHI,22.163333333333334,,,,,,,72.811,0.0,0.0,0.0,35
309,WAS,Marcin Gortat,22013,0021301077,2014-03-28,WAS vs. IND,30.058333333333337,,,,,,,85.959,0.0,0.0,0.0,71
310,OKC,Hasheem Thabeet,22012,0021200913,2013-03-07,OKC @ NYK,7.648333333333333,,,,,,,74.697,0.0,0.0,0.0,58
311,LAC,Patrick Patterson,22019,0021900871,2020-02-26,LAC @ PHX,2.5116666666666667,,,,,,,67.948,0.1,0.1,-2.4,57
312,CHA,Jorge Gutierrez,22015,0021500963,2016-03-11,CHA vs. DET,1.5074074074074073,,,,,,,32.44,0.0,0.0,0.0,9
313,LAC,Kawhi Leonard,22019,0021900576,2020-01-10,LAC vs. GSW,29.97833333333333,,,,,,,90.439,0.412,0.855,5.0,31
314,CHA,James Southerland,22013,0021300060,2013-11-06,CHA vs. TOR,0.0,,,,,,,0.0,0.0,0.0,0.0,3
315,OKC,Eric Maynor,22010,0021000973,2011-03-11,OKC vs. DET,15.205000000000002,0.0,0.0,0.0,0.0,0.0,0.0,93.777,0.0,0.0,0.0,63
316,DAL,Ryan Broekhoff,22018,0021800052,2018-10-24,DAL @ ATL,3.6055555555555556,0.485,0.078,0.0,0.0,0.0,0.0,104.683,0.222,0.0,-6.0,3
317,MIA,Hassan Whiteside,22014,0021400573,2015-01-13,MIA @ LAL,16.183333333333334,,,,,,,81.848,0.0,0.0,0.0,23
318,MEM,Vince Williams Jr.,22022,0022200564,2023-01-04,MEM @ CHA,2.2266666666666666,,,,,,,43.533,0.2,0.0,-0.5,20
319,CLE,Ante Zizic,22017,0021701050,2018-03-19,CLE vs. MIL,9.331666666666667,,,,,,,72.674,0.522,0.2,-0.7,50
320,PHX,Duane Washington Jr.,22022,0022200734,2023-01-26,PHX vs. DAL,15.36833333333333,,,,,,,83.068,0.26,0.4,-0.1,39
321,DEN,Kenneth Faried,22014,0021400122,2014-11-14,DEN @ IND,26.83809523809524,0.0,0.0,0.0,0.0,0.0,0.0,98.933,0.0,0.0,0.0,7
322,NOP,Josh Hart,22020,0022000385,2021-02-10,NOP @ CHI,27.189999999999998,0.26,0.222,0.067,0.018,0.005,0.022,103.199,0.374,0.342,-1.2,23
323,NYK,Evan Fournier,22022,0022201190,2023-04-05,NYK @ IND,0.67,,,,,,,10.388,0.0,0.0,-0.7,76
324,DEN,Markus Howard,22020,0022000177,2021-01-14,DEN vs. GSW,0.6766666666666667,,,,,,,56.362,0.033,0.0,-0.7,11
325,POR,Al-Farouq Aminu,22015,0021500413,2015-12-21,POR @ ATL,29.17833333333333,0.0,0.0,0.0,0.0,0.0,0.0,98.231,0.0,0.0,0.0,29
326,IND,Jordan Nwora,22023,0022300493,2024-01-06,IND vs. BOS,3.706666666666666,,,,,,,55.307,0.157,0.2,-0.6,34
327,POR,Ed Davis,22017,0021700267,2017-11-24,POR @ BKN,18.779999999999998,0.19,0.382,0.02,0.032,0.044,0.066,95.834,0.473,0.325,2.6,18
328,PHX,Cameron Payne,22021,22100529,2021-12-31,PHX @ BOS,24.605,0.503,0.136,0.196,0.032,0.013,0.109,102.033,0.434,0.475,4.7,34
329,POR,Moses Brown,22023,0022300427,2023-12-28,POR vs. SAS,3.475,,,,,,,29.69,0.043,0.0,-1.0,29
330,GSW,Kevin Durant,22017,0021700135,2017-11-04,GSW @ DEN,36.17777777777778,0.696,0.215,0.13,0.012,0.066,0.095,102.666,0.542,0.839,10.333,9
331,MIL,Tony Snell,22018,0021800792,2019-02-04,MIL @ BKN,15.685000000000002,0.335,0.133,0.052,0.04,0.007,0.021,105.205,0.452,0.25,3.6,51
332,CHI,Aaron Brooks,22014,0021400528,2015-01-07,CHI vs. UTA,22.358333333333338,0.0,0.0,0.0,0.0,0.0,0.0,98.874,0.0,0.0,0.0,35
333,CLE,Samardo Samuels,22010,0021000903,2011-03-02,CLE vs. SAS,7.366666666666667,,,,,,,46.111,0.0,0.0,0.0,34
334,CHA,JT Thor,22022,0022200476,2022-12-21,CHA @ LAC,5.125,,,,,,,60.77,0.138,0.1,0.0,28
335,MEM,Tony Wroten,22012,0021201184,2013-04-12,MEM @ HOU,2.4299999999999997,,,,,,,62.418,0.0,0.0,0.0,59
336,OKC,Deonte Burton,22019,0021901265,2020-08-05,OKC @ LAL,2.9899999999999998,,,,,,,41.892,0.229,0.0,-2.8,57
337,SAC,Kosta Koufos,22016,0021601163,2017-04-04,SAC vs. DAL,10.296666666666667,,,,,,,46.928,0.152,0.275,-1.9,77
338,CLE,Jeremy Pargo,22012,0021200234,2012-12-01,CLE vs. POR,22.318333333333335,,,,,,,87.252,0.0,0.0,0.0,12
339,PHI,Lavoy Allen,22012,0021200782,2013-02-13,PHI @ MIL,23.453333333333333,0.0,0.0,0.0,0.0,0.0,0.0,93.035,0.0,0.0,0.0,50
340,ORL,Ronnie Price,22013,0021301116,2014-04-02,ORL vs. CLE,4.651666666666666,,,,,,,35.611,0.0,0.0,0.0,74
341,SAS,Keldon Johnson,22023,0022300665,2024-01-29,SAS vs. WAS,25.206666666666663,0.532,0.19,0.06,0.029,0.023,0.066,104.777,0.424,0.631,-3.4,44
342,CLE,Cedi Osman,22021,22100140,2021-11-07,CLE @ NYK,16.45333333333333,,,,,,,89.846,0.381,0.167,-1.0,10
343,HOU,Kevin Martin,22010,0021000469,2010-12-29,HOU vs. MIA,30.128333333333337,0.0,0.0,0.0,0.0,0.0,0.0,96.347,0.0,0.0,0.0,30
344,DET,Rodney Stuckey,22013,0021300532,2014-01-10,DET @ PHI,14.611666666666665,,,,,,,67.14,0.0,0.0,0.0,32
345,MIA,James Jones,22013,0021300051,2013-11-05,MIA @ TOR,0.0,,,,,,,0.0,0.0,0.0,0.0,4
346,CHI,Zach LaVine,22021,22100812,2022-02-07,CHI vs. PHX,31.83499999999999,0.541,0.153,0.138,0.028,0.014,0.094,98.643,0.402,0.794,1.1,44
347,PHI,Marcus Morris Sr.,22023,0022300495,2024-01-06,PHI vs. UTA,19.1,0.336,0.127,0.045,0.023,0.004,0.025,98.706,0.355,0.297,0.7,30
348,SAC,Trey Lyles,22023,0022300512,2024-01-09,SAC @ DET,19.545,0.395,0.196,0.053,0.005,0.022,0.026,99.462,0.449,0.233,-0.2,21
349,GSW,Draymond Green,42018,0041800146,2019-04-26,GSW @ LAC,35.20666666666666,0.319,0.189,0.215,0.034,0.041,0.072,105.624,0.437,0.75,10.2,5
350,DAL,Lamar Odom,22011,0021100623,2012-03-13,DAL vs. WAS,14.793333333333333,,,,,,,67.473,0.0,0.0,0.0,42
351,MEM,Kyle Anderson,22021,22100303,2021-11-28,MEM vs. SAC,21.928333333333335,0.372,0.226,0.107,0.04,0.014,0.049,102.528,0.455,0.25,-8.4,19
352,NOP,Quincy Pondexter,42014,0041400141,2015-04-18,NOP @ GSW,,,,,,,,,,,,0
353,LAC,Daniel Theis,22023,0022300568,2024-01-16,LAC vs. OKC,16.445,0.318,0.213,0.051,0.032,0.054,0.046,99.39,0.515,0.3,3.0,38
354,DEN,Trey Lyles,22017,0021700398,2017-12-12,DEN @ DET,22.03666666666667,0.437,0.237,0.059,0.023,0.029,0.035,98.567,0.439,0.6,-2.2,26
355,CHA,Jeff Adrien,22012,0021201139,2013-04-06,CHA @ BKN,6.205,,,,,,,68.503,0.0,0.0,0.0,57
356,OKC,Sebastian Telfair,22014,0021400044,2014-11-03,OKC @ BKN,30.53888888888889,0.0,0.0,0.0,0.0,0.0,0.0,91.37,0.0,0.0,0.0,3
357,SAS,Manu Ginobili,42012,0041200312,2013-05-21,SAS vs. MEM,25.795000000000005,0.0,0.0,0.0,0.0,0.0,0.0,95.061,0.0,0.0,0.0,11
358,HOU,Patrick Patterson,22010,0021001089,2011-03-27,HOU @ MIA,24.898333333333333,0.0,0.0,0.0,0.0,0.0,0.0,96.174,0.0,0.0,0.0,48
359,ATL,Kevin Huerter,22021,22101143,2022-03-30,ATL @ OKC,32.381666666666675,0.377,0.152,0.087,0.029,0.014,0.053,99.799,0.375,0.217,-0.6,68
360,SAS,Kyle Anderson,22014,0021400139,2014-11-15,SAS @ SAC,8.016666666666667,,,,,,,55.85,0.0,0.0,0.0,7
361,MIA,Mario Chalmers,42010,0041000402,2011-06-02,MIA vs. DAL,21.97833333333333,0.0,0.0,0.0,0.0,0.0,0.0,88.308,0.0,0.0,0.0,16
362,SAC,Darren Collison,22015,0021500410,2015-12-21,SAC @ WAS,28.025,0.0,0.0,0.0,0.0,0.0,0.0,99.204,0.0,0.0,0.0,22
363,BKN,Chris McCullough,22015,0021501052,2016-03-22,BKN vs. CHA,7.9783333333333335,,,,,,,67.428,0.0,0.0,0.0,19
364,DAL,Willie Cauley-Stein,22021,22100298,2021-11-27,DAL vs. WAS,8.580000000000002,0.178,0.167,0.069,0.039,0.01,0.033,104.237,0.275,0.05,0.7,17
365,OKC,Nerlens Noel,22018,0021800002,2018-10-16,OKC @ GSW,,,,,,,,,,,,0
366,DAL,Lamar Odom,22011,0021100446,2012-02-17,DAL @ PHI,18.75,,,,,,,84.154,0.0,0.0,0.0,30
367,UTA,Bojan Bogdanović,22021,22100693,2022-01-21,UTA vs. DET,35.01166666666667,0.557,0.159,0.068,0.012,0.0,0.055,99.345,0.426,0.768,-3.4,44
368,MIL,Khris Middleton,22014,0021401167,2015-04-08,MIL vs. CLE,36.31166666666667,0.0,0.0,0.0,0.0,0.0,0.0,95.162,0.0,0.0,0.0,77
369,MIA,Tyler Johnson,22016,0021600936,2017-03-06,MIA @ CLE,29.586666666666666,0.39,0.115,0.102,0.048,0.01,0.027,97.952,0.35,0.717,5.9,63
370,GSW,Klay Thompson,22023,0022300626,2024-01-24,GSW vs. ATL,30.326666666666664,0.56,0.079,0.105,0.017,0.02,0.041,101.185,0.418,0.458,-7.7,39
371,DET,Rodney Stuckey,22012,0021200781,2013-02-13,DET vs. WAS,27.889999999999997,0.0,0.0,0.0,0.0,0.0,0.0,94.403,0.0,0.0,0.0,48
372,MIN,J.J. Barea,22011,0021100404,2012-02-11,MIN vs. NYK,12.510000000000002,,,,,,,60.235,0.0,0.0,0.0,24
373,DAL,Brandon Williams,22023,0022300736,2024-02-08,DAL @ NYK,2.0983333333333336,,,,,,,42.822,0.15,0.1,-0.5,20
374,PHI,Nikola Vucevic,22011,0021100836,2012-04-08,PHI @ BOS,3.781666666666667,,,,,,,49.609,0.0,0.0,0.0,53
375,SAC,DeMarcus Cousins,22012,0021200333,2012-12-14,SAC @ OKC,27.901666666666664,,,,,,,83.776,0.0,0.0,0.0,21
376,DAL,Dwight Powell,22016,0021600914,2017-03-03,DAL vs. MEM,10.378333333333334,,,,,,,92.431,0.242,0.2,-1.0,60
377,IND,Roy Hibbert,22013,0021300777,2014-02-12,IND vs. DAL,31.685000000000002,0.0,0.0,0.0,0.0,0.0,0.0,96.797,0.0,0.0,0.0,51
378,DEN,Kenneth Faried,22015,0021501125,2016-03-31,DEN @ NOP,8.705,,,,,,,37.14,0.0,0.0,0.0,73
379,DAL,Daniel Gafford,22023,0022301047,2024-03-26,DAL @ SAC,24.42666666666667,0.625,0.345,0.079,0.037,0.101,0.027,100.725,0.878,0.523,7.1,64
380,LAL,Pau Gasol,22010,0021000120,2010-11-11,LAL @ DEN,37.77291666666666,0.0,0.0,0.0,0.0,0.0,0.0,97.511,0.0,0.0,0.0,8
381,SAC,Justin James,22020,0022000970,2021-05-02,SAC @ DAL,2.4633333333333334,,,,,,,27.263,0.0,0.0,0.5,63
382,LAL,Shannon Brown,22010,0021001187,2011-04-08,LAL @ POR,17.583333333333336,0.0,0.0,0.0,0.0,0.0,0.0,93.591,0.0,0.0,0.0,78
383,DAL,Courtney Lee,22018,0021801146,2019-03-31,DAL @ OKC,3.388333333333333,,,,,,,62.157,0.17,0.05,-1.7,50
384,IND,Tyrese Haliburton,22023,0022300761,2024-02-12,IND @ CHA,25.401666666666667,0.591,0.109,0.312,0.036,0.033,0.085,104.992,0.49,0.625,-0.2,41
385,HOU,Jock Landale,22023,0022300392,2023-12-23,HOU @ NOP,5.515000000000001,,,,,,,63.276,0.12,0.15,1.6,22
386,CHI,Jimmy Butler,22016,0021600465,2016-12-26,CHI vs. IND,37.06,0.571,0.172,0.125,0.039,0.01,0.049,93.997,0.45,0.832,-3.6,30
387,TOR,DeMar DeRozan,22010,0021000620,2011-01-19,TOR @ SAS,36.39666666666666,0.0,0.0,0.0,0.0,0.0,0.0,93.769,0.0,0.0,0.0,41
388,OKC,Theo Maledon,22021,22100801,2022-02-05,OKC @ SAC,4.615,,,,,,,49.561,0.093,0.05,-1.5,41
389,LAC,Marcus Morris Sr.,22020,0022000387,2021-02-10,LAC @ MIN,26.011666666666667,0.355,0.108,0.016,0.023,0.007,0.02,100.72,0.336,0.65,-0.4,18
390,MIL,Miles Plumlee,22015,0021500027,2015-10-30,MIL vs. WAS,3.3833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,113.5,0.0,0.0,0.0,1
391,MIA,Rashard Lewis,22012,0021200099,2012-11-12,MIA @ HOU,18.054761904761904,0.0,0.0,0.0,0.0,0.0,0.0,96.434,0.0,0.0,0.0,7
392,CHA,Cody Zeller,22016,0021600375,2016-12-14,CHA @ WAS,27.235000000000003,0.288,0.213,0.033,0.019,0.04,0.045,96.324,0.452,0.305,2.1,23
393,NYK,Taj Gibson,22021,22100912,2022-02-27,NYK vs. PHI,11.620000000000001,,,,,,,72.191,0.363,0.2,-0.7,53
394,ATL,Kent Bazemore,42014,0041400101,2015-04-19,ATL vs. BKN,,,,,,,,,,,,0
395,WAS,Patrick Baldwin Jr.,22023,0022300753,2024-02-10,WAS vs. PHI,3.918333333333334,,,,,,,70.137,0.208,0.1,2.8,35
396,MIA,Hassan Whiteside,22014,0021400830,2015-02-23,MIA vs. PHI,25.126666666666665,,,,,,,85.462,0.0,0.0,0.0,39
397,OKC,James Harden,22011,0021100148,2012-01-11,OKC @ NOH,29.985000000000003,0.0,0.0,0.0,0.0,0.0,0.0,92.451,0.0,0.0,0.0,11
398,BOS,Avery Bradley,22014,0021401115,2015-04-01,BOS vs. IND,32.748333333333335,0.0,0.0,0.0,0.0,0.0,0.0,96.65,0.0,0.0,0.0,70
399,MIA,Norris Cole,22013,0021301121,2014-04-02,MIA vs. MIL,23.41833333333333,0.0,0.0,0.0,0.0,0.0,0.0,88.494,0.0,0.0,0.0,73
400,IND,Shayne Whittington,22014,0021400552,2015-01-10,IND @ PHI,0.43499999999999994,,,,,,,30.956,0.0,0.0,0.0,38
401,MIA,LeBron James,22012,0021200634,2013-01-25,MIA vs. DET,39.355000000000004,0.0,0.0,0.0,0.0,0.0,0.0,91.981,0.0,0.0,0.0,39
402,NYK,Ramon Sessions,22017,0021700268,2017-11-24,NYK @ ATL,1.5316666666666667,,,,,,,17.283,0.067,0.1,0.7,17
403,HOU,Trevor Ariza,22016,0021600942,2017-03-06,HOU @ SAS,34.03,0.145,0.085,0.025,0.025,0.005,0.009,102.391,0.168,0.25,4.4,63
404,NJN,Anthony Morrow,22011,0021100060,2012-01-01,NJN @ CLE,21.137500000000003,0.0,0.0,0.0,0.0,0.0,0.0,92.918,0.0,0.0,0.0,4
405,TOR,Terrence Ross,22016,0021600339,2016-12-09,TOR @ BOS,19.84833333333333,0.479,0.067,0.031,0.026,0.023,0.009,96.522,0.451,0.3,7.2,22
406,OKC,Anthony Morrow,22015,0021500611,2016-01-17,OKC vs. MIA,15.715,0.0,0.0,0.0,0.0,0.0,0.0,96.576,0.0,0.0,0.0,40
407,POR,Wesley Matthews,22012,0021200627,2013-01-23,POR vs. IND,38.461666666666666,0.0,0.0,0.0,0.0,0.0,0.0,94.658,0.0,0.0,0.0,37
408,LAC,Bobby Simmons,42011,0041100171,2012-04-29,LAC @ MEM,,,,,,,,,,,,0
409,NYK,Evan Fournier,22022,0022200178,2022-11-11,NYK vs. DET,19.501666666666665,0.344,0.108,0.093,0.038,0.017,0.081,104.198,0.421,0.15,-4.5,11
410,PHI,Nik Stauskas,22015,0021500885,2016-02-29,PHI @ WAS,24.323333333333334,0.0,0.0,0.0,0.0,0.0,0.0,103.239,0.0,0.0,0.0,59
411,CLE,Donald Sloan,22011,0021100687,2012-03-21,CLE @ ATL,5.065,,,,,,,39.954,0.0,0.0,0.0,22
412,MIN,Karl-Anthony Towns,22017,0021701042,2018-03-17,MIN @ SAS,35.415,0.67,0.365,0.071,0.023,0.041,0.057,98.132,0.569,0.881,2.8,69
413,POR,Cam Reddish,22022,0022200977,2023-03-06,POR @ DET,25.854999999999997,,,,,,,91.813,0.443,0.475,-4.3,62
414,ORL,Caleb Houstan,22023,0022300209,2023-11-19,ORL @ IND,3.131666666666667,,,,,,,49.69,0.29,0.1,-0.8,12
415,ORL,Admiral Schofield,22022,0022200966,2023-03-05,ORL vs. POR,0.9616666666666667,,,,,,,26.239,0.05,0.0,0.9,51
416,CHA,Cody Zeller,22015,0021500026,2015-10-30,CHA @ ATL,29.983333333333334,0.0,0.0,0.0,0.0,0.0,0.0,94.45,0.0,0.0,0.0,1
417,PHI,Jason Richardson,22012,0021200585,2013-01-18,PHI vs. TOR,19.231666666666666,,,,,,,78.385,0.0,0.0,0.0,39
418,PHI,Shake Milton,22018,0021800340,2018-12-02,PHI vs. MEM,1.3145833333333334,,,,,,,12.266,0.063,0.0,0.125,8
419,NYK,Tyson Chandler,22012,0021200192,2012-11-25,NYK vs. DET,28.748333333333335,0.0,0.0,0.0,0.0,0.0,0.0,92.225,0.0,0.0,0.0,11
420,UTA,Gordon Hayward,22016,0021600489,2016-12-29,UTA vs. PHI,31.043333333333333,,,,,,,82.471,0.351,0.637,2.4,26
421,NYK,Josh Hart,22023,0022300429,2023-12-29,NYK @ ORL,26.85833333333333,0.205,0.192,0.138,0.032,0.004,0.057,101.373,0.349,0.35,3.1,30
