,TEAM_ABBREVIATION,PLAYER_NAME,SEASON_ID,GAME_ID,GAME_DATE,MATCHUP,MINUTES,AVG_PTS_PM,AVG_REB_PM,AVG_AST_PM,AVG_STL_PM,AVG_BLK_PM,AVG_TO_PM,AVG_PACE,AVG_FG_PCT,AVG_FT_PCT,AVG_PLUS_MINUS,GAME_COUNT
596,UTA,Derrick Favors,22011,0021100808,2012-04-04,UTA vs. PHX,23.23666666666667,0.0,0.0,0.0,0.0,0.0,0.0,91.989,0.0,0.0,0.0,54
597,IND,T.J. McConnell,22019,0021900794,2020-02-10,IND vs. BKN,21.10333333333333,0.372,0.153,0.283,0.042,0.017,0.07,102.609,0.588,0.6,2.1,51
598,SAS,Doug McDermott,22022,0022200205,2022-11-14,SAS @ GSW,22.076666666666668,0.432,0.098,0.061,0.0,0.004,0.049,104.97,0.402,0.267,-2.2,13
599,TOR,Kawhi Leonard,22018,0021800658,2019-01-16,TOR @ BOS,34.42333333333333,0.874,0.203,0.089,0.056,0.011,0.055,100.463,0.54,0.776,2.4,35
600,SAS,Sandro Mamukelashvili,22023,0022300785,2024-02-14,SAS @ DAL,1.4599999999999997,,,,,,,50.459,0.2,0.0,0.5,54
601,ORL,Amile Jefferson,22019,0021900071,2019-11-01,ORL vs. MIL,,,,,,,,,,,,0
602,LAL,Lonzo Ball,22018,0021800212,2018-11-14,LAL vs. POR,25.503333333333334,0.286,0.183,0.204,0.054,0.004,0.076,106.471,0.395,0.3,-0.2,13
603,NOP,Langston Galloway,22016,0021600412,2016-12-18,NOP @ SAS,23.116666666666667,0.277,0.058,0.037,0.029,0.0,0.008,98.99,0.225,0.1,0.0,28
604,IND,T.J. Warren,22019,0021900070,2019-11-01,IND vs. CLE,35.449999999999996,0.43,0.076,0.014,0.055,0.007,0.035,99.54,0.432,0.25,-1.5,4
605,DET,Charlie Villanueva,22010,0021000828,2011-02-16,DET vs. IND,17.89333333333333,0.0,0.0,0.0,0.0,0.0,0.0,87.301,0.0,0.0,0.0,53
606,CHA,Dante Cunningham,22010,0021001082,2011-03-26,CHA vs. NYK,18.34166666666666,,,,,,,79.983,0.0,0.0,0.0,70
607,WAS,Garrett Temple,22015,0021500086,2015-11-07,WAS @ ATL,2.6833333333333336,,,,,,,83.442,0.0,0.0,0.0,5
608,WAS,Kentavious Caldwell-Pope,22021,22100716,2022-01-25,WAS vs. LAC,29.640000000000004,0.434,0.113,0.075,0.024,0.016,0.047,100.893,0.431,0.717,-2.2,44
609,NOP,John Salmons,22014,0021400293,2014-12-06,NOP @ LAC,12.455,,,,,,,63.633,0.0,0.0,0.0,15
610,LAL,Devin Ebanks,22012,0021200925,2013-03-08,LAL vs. TOR,0.24,,,,,,,11.0,0.0,0.0,0.0,60
611,POR,Kurt Thomas,22011,0021100988,2012-04-26,POR @ UTA,5.533333333333333,,,,,,,29.131,0.0,0.0,0.0,63
612,DEN,Jarred Vanderbilt,22018,0021800910,2019-02-26,DEN vs. OKC,2.492857142857143,,,,,,,73.609,0.143,0.071,0.429,7
613,PHX,Isaiah Canaan,22018,0021800013,2018-10-17,PHX vs. DAL,,,,,,,,,,,,0
614,UTA,Enes Freedom,22013,0021300921,2014-03-07,UTA @ NYK,28.24666666666667,0.0,0.0,0.0,0.0,0.0,0.0,92.331,0.0,0.0,0.0,60
615,LAC,Moussa Diabaté,22022,0022200795,2023-02-04,LAC @ NYK,8.905000000000001,,,,,,,73.484,0.0,0.0,0.0,19
616,MIL,John Henson,22014,0021400520,2015-01-06,MIL vs. PHX,11.701666666666666,,,,,,,56.473,0.0,0.0,0.0,29
617,NOP,Ian Clark,22018,0021800338,2018-12-02,NOP @ CHA,12.328333333333333,0.14,0.083,0.087,0.011,0.0,0.145,112.201,0.159,0.2,-0.8,23
618,SAS,Tony Parker,22011,0021100822,2012-04-06,SAS vs. NOH,27.155,,,,,,,83.878,0.0,0.0,0.0,51
619,MIL,Miles Plumlee,22015,0021500065,2015-11-04,MIL vs. PHI,9.3875,0.0,0.0,0.0,0.0,0.0,0.0,103.208,0.0,0.0,0.0,4
620,DEN,Nate Robinson,22014,0021400409,2014-12-22,DEN @ CHA,6.406666666666666,,,,,,,59.1,0.0,0.0,0.0,27
621,GSW,Alec Burks,22019,0021900120,2019-11-08,GSW @ MIN,23.51666666666667,0.529,0.136,0.08,0.013,0.008,0.046,101.506,0.389,0.527,-3.4,5
622,UTA,Elijah Hughes,22021,22100437,2021-12-17,UTA vs. SAS,0.8633333333333333,,,,,,,41.573,0.0,0.0,-1.3,14
623,DET,James Wiseman,22023,0022300421,2023-12-28,DET @ BOS,15.856666666666666,,,,,,,94.889,0.541,0.35,-7.5,30
624,IND,Tyler Hansbrough,22010,0021000605,2011-01-17,IND @ LAC,15.26666666666667,,,,,,,75.959,0.0,0.0,0.0,36
625,OKC,Perry Jones III,22013,0021300027,2013-11-01,OKC @ MIN,7.133333333333334,0.0,0.0,0.0,0.0,0.0,0.0,100.93,0.0,0.0,0.0,1
626,DEN,JJ Hickson,22013,0021300306,2013-12-09,DEN @ WAS,25.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,94.583,0.0,0.0,0.0,20
627,SAC,Zach Randolph,22017,0021700552,2018-01-02,SAC vs. CHA,25.53666666666667,0.588,0.266,0.091,0.03,0.007,0.07,95.555,0.502,0.586,-7.1,33
628,HOU,Jordan Hill,22010,0021000092,2010-11-07,HOU vs. MIN,11.463333333333333,,,,,,,58.064,0.0,0.0,0.0,5
629,LAL,Nick Young,22013,0021300655,2014-01-26,LAL @ NYK,26.78,,,,,,,90.98,0.0,0.0,0.0,44
630,UTA,Donovan Mitchell,22021,22100349,2021-12-05,UTA @ CLE,31.84166666666667,0.674,0.127,0.157,0.06,0.008,0.087,99.546,0.439,0.71,7.2,21
631,BKN,Timothe Luwawu-Cabarrot,22020,0022000383,2021-02-10,BKN vs. IND,19.001666666666665,0.186,0.084,0.062,0.019,0.016,0.014,101.868,0.212,0.0,-1.1,26
632,BOS,Aaron Nesmith,22021,22100618,2022-01-12,BOS @ IND,9.686666666666666,,,,,,,70.376,0.213,0.075,0.7,36
633,POR,LaMarcus Aldridge,42013,0041300225,2014-05-14,POR @ SAS,40.06666666666667,0.0,0.0,0.0,0.0,0.0,0.0,94.533,0.0,0.0,0.0,10
634,CHI,Mike Dunleavy,22015,0021501107,2016-03-29,CHI @ IND,21.33,,,,,,,86.597,0.0,0.0,0.0,24
635,UTA,Mo Williams,22012,0021200153,2012-11-19,UTA vs. HOU,32.67666666666666,,,,,,,84.194,0.0,0.0,0.0,11
636,LAC,Patrick Beverley,22018,0021800845,2019-02-11,LAC @ MIN,32.7,0.314,0.206,0.13,0.03,0.024,0.03,100.892,0.506,0.65,2.2,57
637,MEM,Tony Allen,42014,0041400223,2015-05-09,MEM vs. GSW,32.095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,95.06,0.0,0.0,0.0,7
638,GSW,Ognjen Kuzmic,42013,0041300161,2014-04-19,GSW @ LAC,,,,,,,,,,,,0
639,NYK,Andy Rautins,22010,0021000066,2010-11-04,NYK @ CHI,0.0,,,,,,,0.0,0.0,0.0,0.0,3
640,DAL,Shane Larkin,22013,0021301112,2014-04-01,DAL vs. GSW,3.3766666666666665,,,,,,,44.651,0.0,0.0,0.0,63
641,GSW,Alfonzo McKinnie,22018,0021800355,2018-12-05,GSW @ CLE,20.015,0.405,0.247,0.042,0.012,0.013,0.047,103.56,0.555,0.242,2.6,16
642,GSW,Quinn Cook,22018,0021800583,2019-01-05,GSW @ SAC,6.246666666666667,,,,,,,88.664,0.225,0.1,-0.9,39
643,MEM,Deyonta Davis,22017,0021701092,2018-03-24,MEM vs. LAL,18.321666666666665,0.356,0.254,0.071,0.011,0.022,0.016,99.666,0.534,0.133,-6.3,69
644,TOR,Norman Powell,22019,0021900180,2019-11-16,TOR @ DAL,25.53,0.36,0.155,0.049,0.028,0.018,0.052,104.123,0.395,0.777,0.4,11
645,ATL,Trent Forrest,22023,0022300587,2024-01-19,ATL @ MIA,9.253333333333334,,,,,,,62.335,0.315,0.15,-2.3,40
646,CHI,Kirk Hinrich,22014,0021400328,2014-12-12,CHI vs. POR,28.46333333333333,0.0,0.0,0.0,0.0,0.0,0.0,96.066,0.0,0.0,0.0,19
647,ORL,Aaron Gordon,22017,0021700005,2017-10-18,ORL vs. MIA,,,,,,,,,,,,0
648,CHA,Nicolas Batum,22015,0021500090,2015-11-07,CHA @ SAS,32.92666666666666,0.0,0.0,0.0,0.0,0.0,0.0,96.732,0.0,0.0,0.0,5
649,TOR,Paul Watson,22020,0022000258,2021-01-25,TOR @ IND,0.6733333333333332,,,,,,,34.098,0.3,0.0,0.4,16
650,POR,Nassir Little,22019,0021900505,2020-01-01,POR @ NYK,6.25,,,,,,,63.003,0.14,0.2,-0.7,34
651,CLE,Alonzo Gee,22012,0021200846,2013-02-26,CLE @ CHI,27.548333333333336,0.0,0.0,0.0,0.0,0.0,0.0,95.588,0.0,0.0,0.0,56
652,HOU,Courtney Lee,22011,0021100304,2012-01-30,HOU vs. MIN,24.07,0.0,0.0,0.0,0.0,0.0,0.0,94.274,0.0,0.0,0.0,12
653,MIA,Ray Allen,22012,0021200268,2012-12-06,MIA vs. NYK,27.034999999999997,0.0,0.0,0.0,0.0,0.0,0.0,94.337,0.0,0.0,0.0,16
654,IND,Victor Oladipo,22017,0021700106,2017-11-01,IND @ CLE,30.807142857142857,0.775,0.146,0.101,0.058,0.021,0.115,102.724,0.49,0.898,5.0,7
655,NJN,Stephen Graham,22010,0021000188,2010-11-20,NJN @ DEN,7.99047619047619,,,,,,,109.514,0.0,0.0,0.0,7
656,BKN,Mirza Teletovic,42013,0041300124,2014-04-27,BKN vs. TOR,16.57777777777778,0.0,0.0,0.0,0.0,0.0,0.0,88.413,0.0,0.0,0.0,3
657,IND,Solomon Hill,22013,0021300302,2013-12-08,IND @ OKC,4.371666666666666,,,,,,,58.202,0.0,0.0,0.0,20
658,IND,Lance Stephenson,22021,22100816,2022-02-08,IND @ ATL,16.7,0.506,0.163,0.241,0.012,0.006,0.14,104.446,0.529,0.492,-0.8,25
659,NYK,Jalen Brunson,22023,0022300333,2023-12-15,NYK @ PHX,36.305,0.685,0.108,0.183,0.036,0.003,0.066,98.8,0.504,0.62,0.4,23
660,BOS,Robert Williams III,22022,0022200577,2023-01-05,BOS @ DAL,18.857142857142858,0.44,0.368,0.057,0.021,0.055,0.06,105.044,0.85,0.321,3.429,7
661,LAL,Lonzo Ball,22017,0021701019,2018-03-14,LAL @ GSW,33.33333333333333,0.343,0.198,0.206,0.068,0.019,0.063,104.426,0.429,0.133,3.7,45
662,PHX,Deandre Ayton,22018,0021800123,2018-11-02,PHX vs. TOR,31.064285714285713,0.53,0.325,0.102,0.017,0.018,0.049,101.157,0.6,0.5,-4.571,7
663,GSW,Jordan Bell,22018,0021800964,2019-03-05,GSW vs. BOS,9.435,,,,,,,60.284,0.433,0.11,0.3,62
664,PHI,Dario Saric,22018,0021800113,2018-11-01,PHI vs. LAC,31.0375,0.0,0.0,0.0,0.0,0.0,0.0,107.008,0.0,0.0,0.0,8
665,BOS,Isaiah Thomas,22015,0021500817,2016-02-19,BOS @ UTA,32.335,0.0,0.0,0.0,0.0,0.0,0.0,101.751,0.0,0.0,0.0,55
666,LAC,Marcus Morris Sr.,22020,0022000605,2021-03-15,LAC @ DAL,20.293333333333333,,,,,,,93.023,0.182,0.2,-0.2,33
667,LAC,C.J. Wilcox,22015,0021500558,2016-01-10,LAC vs. NOP,0.008333333333333333,,,,,,,720.03,0.0,0.0,0.0,2
668,ATL,Danilo Gallinari,22021,22100597,2022-01-09,ATL @ LAC,25.53166666666667,0.539,0.198,0.07,0.016,0.008,0.026,102.726,0.461,0.783,-1.6,29
669,POR,Allen Crabbe,22016,0021600237,2016-11-25,POR vs. NOP,27.959999999999997,0.157,0.069,0.022,0.003,0.003,0.003,100.295,0.199,0.147,-2.4,17
670,BOS,Jeff Green,22014,0021400404,2014-12-21,BOS @ MIA,33.94166666666667,0.0,0.0,0.0,0.0,0.0,0.0,100.223,0.0,0.0,0.0,24
671,OKC,Andre Roberson,22017,0021700129,2017-11-03,OKC vs. BOS,18.34047619047619,0.255,0.153,0.028,0.007,0.028,0.035,95.603,0.513,0.143,2.571,7
672,BOS,Jeff Green,22012,0021200070,2012-11-09,BOS vs. PHI,21.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,98.117,0.0,0.0,0.0,4
673,DEN,Al Harrington,22011,0021100150,2012-01-11,DEN vs. NJN,24.446666666666665,0.0,0.0,0.0,0.0,0.0,0.0,98.949,0.0,0.0,0.0,10
674,HOU,Omri Casspi,22013,0021301118,2014-04-02,HOU @ TOR,9.036666666666665,,,,,,,60.788,0.0,0.0,0.0,73
675,MIN,Josh Minott,22022,0022200010,2022-10-19,MIN vs. OKC,,,,,,,,,,,,0
676,SAC,Buddy Hield,22018,0021801230,2019-04-10,SAC @ POR,32.059999999999995,0.644,0.14,0.086,0.029,0.015,0.034,102.357,0.435,0.486,-5.1,81
677,BKN,Cameron Johnson,22023,0022300067,2023-10-25,BKN vs. CLE,,,,,,,,,,,,0
678,NYK,Carmelo Anthony,22014,0021400585,2015-01-15,NYK @ MIL,29.576666666666664,,,,,,,72.832,0.0,0.0,0.0,35
679,CHA,Hakim Warrick,22012,0021200396,2012-12-22,CHA @ DEN,4.753333333333333,,,,,,,39.734,0.0,0.0,0.0,24
680,MIL,Khris Middleton,42014,0041400121,2015-04-18,MIL @ CHI,,,,,,,,,,,,0
681,DAL,Devin Harris,22014,0021401184,2015-04-10,DAL @ DEN,21.366666666666667,0.0,0.0,0.0,0.0,0.0,0.0,101.253,0.0,0.0,0.0,74
682,MIA,Hassan Whiteside,22015,0021500808,2016-02-19,MIA @ ATL,23.083333333333332,,,,,,,85.625,0.0,0.0,0.0,47
683,MIA,Greg Oden,42013,0041300112,2014-04-23,MIA vs. CHA,0.0,,,,,,,0.0,0.0,0.0,0.0,1
684,ORL,Evan Fournier,22014,0021400548,2015-01-09,ORL @ LAL,30.10833333333333,0.0,0.0,0.0,0.0,0.0,0.0,95.366,0.0,0.0,0.0,38
685,DAL,Dennis Smith Jr.,22017,0021700045,2017-10-23,DAL vs. GSW,29.9,0.535,0.1,0.334,0.0,0.0,0.1,105.95,0.5,0.75,3.0,1
686,LAL,Lou Williams,22015,0021500440,2015-12-25,LAL vs. LAC,31.065000000000005,0.0,0.0,0.0,0.0,0.0,0.0,97.385,0.0,0.0,0.0,27
687,PHI,Nerlens Noel,22016,0021600684,2017-01-25,PHI @ MIL,18.688333333333333,,,,,,,92.041,0.463,0.45,-5.2,20
688,NYK,Kristaps Porzingis,22016,0021600580,2017-01-11,NYK @ PHI,33.781666666666666,0.0,0.0,0.0,0.0,0.0,0.0,100.111,0.0,0.0,0.0,35
689,PHI,Hollis Thompson,22013,0021301023,2014-03-21,PHI vs. NYK,26.363333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.056,0.0,0.0,0.0,68
690,SAC,Davion Mitchell,22023,0022300883,2024-03-04,SAC vs. CHI,16.78666666666667,0.344,0.059,0.099,0.011,0.011,0.025,100.393,0.554,0.2,-0.1,58
691,BOS,Tyler Zeller,22014,0021400763,2015-02-07,BOS @ MIL,22.21833333333333,0.0,0.0,0.0,0.0,0.0,0.0,98.658,0.0,0.0,0.0,49
692,CHI,Nikola Vucevic,22023,0022300839,2024-02-27,CHI vs. DET,37.00666666666667,0.0,0.0,0.0,0.0,0.0,0.0,98.592,0.0,0.0,0.0,52
693,NOH,Willie Green,22010,0021000897,2011-03-01,NOH @ TOR,28.178333333333335,0.0,0.0,0.0,0.0,0.0,0.0,88.03,0.0,0.0,0.0,57
694,OKC,Andre Roberson,22016,0021600415,2016-12-19,OKC vs. ATL,33.821666666666665,0.21,0.114,0.03,0.035,0.032,0.02,98.347,0.438,0.175,2.2,27
695,SAS,Doug McDermott,22021,22100116,2021-11-03,SAS vs. DAL,25.791666666666664,0.424,0.069,0.023,0.0,0.0,0.016,108.46,0.461,0.25,-5.25,4
696,ORL,Elfrid Payton,22015,0021500588,2016-01-14,ORL vs. TOR,13.245,,,,,,,53.253,0.0,0.0,0.0,38
697,ATL,Kent Bazemore,22017,0021700853,2018-02-14,ATL @ DET,25.735000000000003,0.508,0.127,0.135,0.033,0.027,0.088,96.774,0.362,0.65,2.7,58
698,LAC,Patrick Beverley,22018,0021800494,2018-12-23,LAC @ GSW,24.62666666666667,0.309,0.148,0.118,0.026,0.018,0.041,103.265,0.46,0.533,-3.1,32
699,SAC,Harrison Barnes,22018,0021801027,2019-03-15,SAC @ PHI,36.05166666666667,0.398,0.183,0.053,0.027,0.002,0.019,109.123,0.422,0.738,-1.4,62
700,GSW,Carl Landry,22012,0021200978,2013-03-15,GSW vs. CHI,20.113333333333333,0.0,0.0,0.0,0.0,0.0,0.0,99.203,0.0,0.0,0.0,66
701,DET,Ish Smith,22016,0021600612,2017-01-15,DET @ LAL,16.711666666666666,,,,,,,90.557,0.322,0.1,-1.5,42
702,NOP,Dante Cunningham,22015,0021501143,2016-04-03,NOP @ BKN,32.983333333333334,0.0,0.0,0.0,0.0,0.0,0.0,97.012,0.0,0.0,0.0,75
703,MIA,Kevin Love,42022,0042200104,2023-04-24,MIA vs. MIL,18.094444444444445,0.483,0.321,0.077,0.046,0.046,0.03,107.827,0.296,0.667,-1.667,3
704,MEM,Jaren Jackson Jr.,22021,22100535,2021-12-31,MEM vs. SAS,27.686666666666667,0.618,0.153,0.045,0.04,0.049,0.076,100.695,0.392,0.871,1.1,35
705,HOU,James Harden,22015,0021501175,2016-04-07,HOU vs. PHX,41.623333333333335,0.0,0.0,0.0,0.0,0.0,0.0,96.776,0.0,0.0,0.0,78
706,MIN,Anthony Edwards,22023,0022300649,2024-01-27,MIN @ SAS,34.91333333333334,0.622,0.131,0.161,0.018,0.004,0.097,97.235,0.44,0.828,6.6,42
707,ATL,Alex Len,22018,0021801076,2019-03-21,ATL vs. UTA,24.021666666666665,0.559,0.243,0.058,0.006,0.042,0.031,106.182,0.482,0.457,-2.3,69
708,HOU,Donatas Motiejunas,22012,0021200256,2012-12-04,HOU vs. LAL,0.8933333333333333,,,,,,,32.552,0.0,0.0,0.0,10
709,SAC,Justin James,22019,0021900596,2020-01-13,SAC vs. ORL,2.245,,,,,,,120.6,0.107,0.05,-1.7,37
710,SAC,Rudy Gay,22016,0021600635,2017-01-18,SAC vs. IND,22.775,,,,,,,69.2,0.245,0.544,0.1,32
711,IND,CJ Miles,22014,0021401108,2015-03-31,IND @ BKN,29.506666666666668,0.0,0.0,0.0,0.0,0.0,0.0,97.692,0.0,0.0,0.0,70
712,NOP,Derrick Favors,22019,0021901312,2020-08-13,NOP @ ORL,23.195,,,,,,,93.747,0.519,0.217,2.2,67
713,MEM,Gorgui Dieng,22020,0022000103,2021-01-05,MEM vs. LAL,16.57777777777778,0.538,0.28,0.08,0.033,0.055,0.066,105.182,0.498,0.333,-4.833,6
714,CLE,Jared Cunningham,22015,0021500405,2015-12-20,CLE vs. PHI,12.643333333333334,,,,,,,125.086,0.0,0.0,0.0,24
715,MIN,Troy Brown Jr.,22023,0022300232,2023-11-22,MIN vs. PHI,5.484999999999999,,,,,,,87.491,0.16,0.4,0.2,13
716,MIL,Marquis Daniels,22012,0021200953,2013-03-12,MIL vs. DAL,3.021666666666667,,,,,,,19.037,0.0,0.0,0.0,58
717,BOS,Jayson Tatum,22020,0022001063,2021-05-15,BOS @ MIN,37.586666666666666,0.524,0.114,0.065,0.014,0.018,0.056,101.167,0.318,0.499,-5.2,64
718,MEM,James Ennis III,22016,0021600763,2017-02-04,MEM @ MIN,25.56666666666667,0.234,0.152,0.033,0.018,0.019,0.055,95.123,0.386,0.375,-2.0,52
719,IND,Oshae Brissett,22022,0022200388,2022-12-10,IND vs. BKN,18.353333333333335,0.328,0.28,0.037,0.061,0.019,0.02,108.253,0.327,0.405,-0.8,26
720,DET,Bojan Bogdanović,22022,0022200934,2023-03-01,DET vs. CHI,34.14333333333333,0.0,0.0,0.0,0.0,0.0,0.0,98.284,0.0,0.0,0.0,58
721,SAC,Anthony Tolliver,22016,0021600266,2017-01-30,SAC @ PHI,27.546666666666663,0.298,0.133,0.042,0.031,0.006,0.038,97.624,0.456,0.3,-1.1,45
722,NOP,Kira Lewis Jr.,22022,0022200534,2022-12-30,NOP vs. PHI,2.27,,,,,,,20.46,0.068,0.1,1.0,10
723,GSW,Stephen Curry,42022,0042200163,2023-04-20,GSW vs. SAC,39.099999999999994,0.744,0.117,0.1,0.0,0.012,0.128,105.045,0.49,0.938,7.0,2
724,NYK,Jason Kidd,22012,0021201128,2013-04-05,NYK vs. MIL,25.701666666666664,0.0,0.0,0.0,0.0,0.0,0.0,88.684,0.0,0.0,0.0,74
725,IND,Myles Turner,22015,0021501138,2016-04-02,IND @ PHI,24.48333333333333,0.0,0.0,0.0,0.0,0.0,0.0,97.268,0.0,0.0,0.0,75
726,TOR,Fred VanVleet,22021,22100046,2021-10-25,TOR vs. CHI,36.855555555555554,0.386,0.108,0.162,0.055,0.019,0.091,100.51,0.34,0.8,2.667,3
727,MIN,Wesley Johnson,22011,0021100172,2012-01-14,MIN @ ATL,20.696666666666665,0.0,0.0,0.0,0.0,0.0,0.0,92.068,0.0,0.0,0.0,11
728,MIN,Taj Gibson,22018,0021800260,2018-11-21,MIN vs. DEN,27.155,0.416,0.23,0.078,0.043,0.014,0.033,103.693,0.494,0.488,-1.7,17
729,ORL,Ryan Anderson,22011,0021100924,2012-04-18,ORL @ BOS,32.864999999999995,0.0,0.0,0.0,0.0,0.0,0.0,91.398,0.0,0.0,0.0,57
730,MIA,Tyler Herro,22021,22100559,2022-01-03,MIA @ GSW,20.744999999999997,,,,,,,67.222,0.271,0.425,2.6,35
731,LAC,DeAndre Jordan,22012,0021200403,2012-12-23,LAC @ PHX,25.361666666666668,0.0,0.0,0.0,0.0,0.0,0.0,90.424,0.0,0.0,0.0,26
732,POR,Damian Lillard,22019,0021901234,2020-07-31,POR vs. MEM,18.01666666666667,,,,,,,50.717,0.198,0.44,1.3,64
733,BOS,Marcus Smart,42021,42100216,2022-05-13,BOS @ MIL,36.06041666666667,0.405,0.086,0.154,0.035,0.009,0.077,99.749,0.4,0.385,-0.375,8
734,NYK,Sasha Vujacic,22016,0021600125,2016-11-11,NYK @ BOS,4.6499999999999995,,,,,,,76.049,0.048,0.071,-1.429,7
735,MIN,Kevin Martin,22014,0021400873,2015-02-28,MIN vs. MEM,36.894999999999996,0.0,0.0,0.0,0.0,0.0,0.0,96.413,0.0,0.0,0.0,29
736,CHI,Javonte Green,22020,0022000922,2021-04-26,CHI @ MIA,0.8433333333333334,,,,,,,28.733,0.0,0.1,0.3,56
737,LAL,Jordan Clarkson,22016,0021600588,2017-01-12,LAL @ SAS,23.141666666666666,0.336,0.099,0.054,0.021,0.004,0.04,99.311,0.316,0.283,-2.7,42
738,ORL,E'Twaun Moore,22013,0021300043,2013-11-03,ORL vs. BKN,23.05,0.0,0.0,0.0,0.0,0.0,0.0,99.13,0.0,0.0,0.0,3
739,DET,Will Bynum,22012,0021201167,2013-04-10,DET @ CLE,9.465,,,,,,,45.806,0.0,0.0,0.0,77
740,HOU,Isaiah Canaan,22013,0021300572,2014-01-15,HOU @ NOP,0.9400000000000001,,,,,,,25.97,0.0,0.0,0.0,11
741,CLE,Brendan Haywood,42014,0041400216,2015-05-14,CLE @ CHI,0.0,,,,,,,0.0,0.0,0.0,0.0,9
742,TOR,Solomon Alabi,22010,0021000447,2010-12-27,TOR @ MEM,1.0050000000000001,,,,,,,43.333,0.0,0.0,0.0,10
743,DAL,Peja Stojakovic,22010,0021000712,2011-01-31,DAL vs. WAS,0.0,,,,,,,0.0,0.0,0.0,0.0,19
744,BOS,Nate Robinson,22010,0021000804,2011-02-13,BOS vs. MIA,13.886666666666667,0.0,0.0,0.0,0.0,0.0,0.0,94.275,0.0,0.0,0.0,52
745,CHA,Jeremy Lamb,22015,0021500827,2016-02-21,CHA @ BKN,9.430000000000001,,,,,,,58.645,0.0,0.0,0.0,54
746,SAC,Andre Miller,22014,0021401211,2015-04-13,SAC vs. LAL,18.138333333333332,0.0,0.0,0.0,0.0,0.0,0.0,97.022,0.0,0.0,0.0,82
747,SAC,Malik Monk,22022,0022201195,2023-04-05,SAC @ DAL,18.926666666666666,,,,,,,92.094,0.394,0.555,1.3,76
748,SAS,Rasual Butler,22015,0021500872,2016-02-27,SAS @ HOU,10.736666666666668,,,,,,,97.052,0.0,0.0,0.0,47
749,CLE,Andre Drummond,22019,0021900917,2020-03-04,CLE vs. BOS,26.115000000000002,,,,,,,89.08,0.532,0.403,-8.9,60
750,NJN,Joe Smith,22010,0021000165,2010-11-17,NJN @ UTA,6.229166666666666,0.0,0.0,0.0,0.0,0.0,0.0,92.613,0.0,0.0,0.0,4
751,SAS,Tim Duncan,42010,0041000146,2011-04-29,SAS @ MEM,35.336666666666666,0.0,0.0,0.0,0.0,0.0,0.0,91.928,0.0,0.0,0.0,5
752,SAC,Frank Mason III,22018,0021800379,2018-12-08,SAC @ IND,9.760000000000002,,,,,,,100.223,0.207,0.367,-2.6,24
753,WAS,Anthony Gill,22022,0022200052,2022-10-25,WAS vs. DET,12.03888888888889,0.172,0.141,0.031,0.0,0.022,0.0,100.737,0.555,0.0,-2.333,3
754,IND,Ty Lawson,22015,0021501068,2016-03-24,IND vs. NOP,3.6783333333333332,,,,,,,45.513,0.0,0.0,0.0,67
755,DAL,Deron Williams,22015,0021500933,2016-03-06,DAL @ DEN,33.20666666666666,0.0,0.0,0.0,0.0,0.0,0.0,95.192,0.0,0.0,0.0,56
756,MEM,Ziaire Williams,42021,42100156,2022-04-29,MEM @ MIN,11.043333333333333,0.426,0.01,0.014,0.025,0.0,0.0,121.376,0.37,0.35,-2.4,5
757,MEM,John Konchar,22021,22101201,2022-04-07,MEM @ DEN,14.923333333333336,0.365,0.332,0.068,0.033,0.012,0.016,104.321,0.5,0.05,5.9,72
758,WAS,Johnny Davis,22022,0022200074,2022-10-28,WAS vs. IND,0.725,,,,,,,28.965,0.0,0.0,0.25,4
759,CHI,Ayo Dosunmu,22024,0022400091,2024-10-26,CHI vs. OKC,26.28333333333333,0.196,0.171,0.151,0.0,0.018,0.058,113.81,0.396,0.0,-1.5,2
760,SAS,Stanley Johnson,22022,0022200687,2023-01-20,SAS vs. LAC,13.046666666666667,0.428,0.204,0.229,0.037,0.0,0.077,107.633,0.593,0.33,-1.5,18
761,LAC,Chris Paul,22016,0021601172,2017-04-05,LAC vs. DAL,31.54,0.61,0.141,0.293,0.032,0.003,0.072,96.679,0.474,0.876,11.3,68
762,MIA,Chris Andersen,22013,0021301121,2014-04-02,MIA vs. MIL,20.82333333333333,0.0,0.0,0.0,0.0,0.0,0.0,85.944,0.0,0.0,0.0,69
763,TOR,Lucas Nogueira,22016,0021600746,2017-02-03,TOR @ ORL,24.365,0.285,0.221,0.01,0.04,0.069,0.027,97.415,0.674,0.35,3.3,48
764,POR,Zach Collins,22017,0021700408,2017-12-13,POR @ MIA,5.340000000000001,,,,,,,65.926,0.084,0.05,0.8,25
765,SAS,Thaddeus Young,22021,22100423,2021-12-15,SAS vs. CHA,8.331666666666667,,,,,,,83.249,0.284,0.15,1.6,26
766,ORL,Joe Ingles,22023,0022300778,2024-02-14,ORL vs. NYK,13.969999999999999,0.251,0.11,0.14,0.013,0.0,0.043,102.022,0.328,0.0,-2.9,43
767,BOS,Brandon Bass,22013,0021300541,2014-01-10,BOS @ GSW,28.368333333333332,0.0,0.0,0.0,0.0,0.0,0.0,97.203,0.0,0.0,0.0,36
