,PLAYER_NAME,minutes,points,assists,steals,blocks,rebounds,THREEPM,EFG_PCT,FT_PCT,DD
56168,James Johnson,6,0,1,0,0,0,0,0.0,,0
56169,Quenton Jackson,6,0,2,1,0,1,0,0.0,,0
56170,Isaiah Jackson,0,0,0,0,0,0,0,,,0
56171,Jimmy Butler,24,15,4,0,0,5,0,0.667,0.75,0
56172,Nikola Jovic,15,3,1,2,0,3,1,0.375,,0
56173,Caleb Martin,23,12,2,1,1,5,2,0.5,,0
56174,Tyler Herro,29,17,8,1,0,6,2,0.545,1.0,0
56175,Jaime Jaquez Jr.,32,18,5,1,2,4,0,0.5,0.857,0
56176,Haywood Highsmith,24,5,1,1,0,3,1,0.5,,0
56177,Kevin Love,3,0,0,0,0,0,0,0.0,,0
56178,Delon Wright,28,11,4,4,1,3,3,0.786,,0
56179,Thomas Bryant,23,18,1,0,1,10,0,0.8,1.0,1
56180,Patty Mills,7,0,1,0,0,1,0,0.0,,0
56181,Cole Swider,1,0,0,0,0,0,0,0.0,,0
56182,Jamal Cain,1,0,0,0,0,0,0,0.0,,0
56183,Ochai Agbaji,32,10,2,2,1,6,0,0.364,0.667,0
56184,Kelly Olynyk,22,11,2,1,0,8,1,0.611,,0
56185,Gary Trent Jr.,23,18,1,0,0,4,3,0.536,1.0,0
56186,Javon Freeman-Liberty,32,8,7,0,2,1,0,0.5,1.0,0
56187,Bruce Brown,20,6,0,0,0,0,0,0.6,0.0,0
56188,Malik Williams,11,6,0,0,0,4,0,0.429,,0
56189,Jalen McDaniels,23,7,2,1,0,2,1,0.357,1.0,0
56190,Jordan Nwora,20,14,1,0,0,11,2,0.7,,1
56191,RJ Barrett,0,0,0,0,0,0,0,,,0
56192,Mouhamadou Gueye,0,0,0,0,0,0,0,,,0
56193,DeMar DeRozan,44,30,5,4,1,5,2,0.5,0.75,0
56194,Javonte Green,37,11,1,2,0,8,1,0.393,,0
56195,Nikola Vucevic,42,29,3,0,0,11,2,0.684,1.0,1
56196,Alex Caruso,40,15,8,5,0,5,3,0.813,1.0,0
56197,Coby White,43,26,4,2,0,2,0,0.667,1.0,0
56198,Dalen Terry,24,6,1,1,2,7,0,0.429,0.0,0
56199,Torrey Craig,16,2,1,1,0,5,0,0.333,,0
56200,Jevon Carter,15,0,2,0,0,1,0,0.0,,0
56201,Onuralp Bitim,0,0,0,0,0,0,0,,,0
56202,Henri Drell,0,0,0,0,0,0,0,,,0
56203,Andrew Funk,0,0,0,0,0,0,0,,,0
56204,Adama Sanogo,0,0,0,0,0,0,0,,,0
56205,Josh Hart,40,12,4,1,1,10,0,0.6,,1
56206,Isaiah Hartenstein,30,8,4,2,2,13,0,0.75,0.5,0
56207,Jalen Brunson,41,40,7,0,0,8,1,0.483,0.917,0
56208,Donte DiVincenzo,52,25,2,2,1,7,5,0.595,,0
56209,Mitchell Robinson,7,0,0,0,0,1,0,0.0,,0
56210,Bojan Bogdanovic,17,13,1,0,0,2,3,0.611,1.0,0
56211,Miles McBride,14,7,3,0,0,2,1,0.875,,0
56212,Precious Achiuwa,18,4,2,0,1,5,0,0.667,,0
56213,Alec Burks,0,0,0,0,0,0,0,,,0
56214,Mamadi Diakite,0,0,0,0,0,0,0,,,0
56215,DaQuan Jeffries,0,0,0,0,0,0,0,,,0
56216,Shake Milton,0,0,0,0,0,0,0,,,0
56217,Jericho Sims,0,0,0,0,0,0,0,,,0
56218,Jacob Toppin,0,0,0,0,0,0,0,,,0
56219,Bobby Portis,31,17,1,2,2,10,3,0.833,1.0,1
56220,Brook Lopez,28,11,0,0,2,3,1,0.5,1.0,0
56221,Patrick Beverley,26,2,2,1,0,5,0,0.333,,0
56222,Damian Lillard,30,16,2,1,0,4,0,0.143,0.923,0
56223,Jae Crowder,22,6,0,1,0,2,2,0.5,,0
56224,Pat Connaughton,13,0,0,0,0,1,0,0.0,,0
56225,Malik Beasley,20,4,0,1,0,2,0,0.333,,0
56226,Andre Jackson Jr.,7,0,1,1,0,1,0,0.0,,0
56227,Thanasis Antetokounmpo,7,2,1,1,0,0,0,0.5,,0
56228,Ryan Rollins,7,0,2,0,0,2,0,0.0,,0
56229,MarJon Beauchamp,7,7,0,1,0,1,1,0.7,,0
56230,TyTy Washington Jr.,7,6,2,0,0,0,0,0.75,,0
56231,Danilo Gallinari,0,0,0,0,0,0,0,,,0
56232,Chris Livingston,0,0,0,0,0,0,0,,,0
56233,Paolo Banchero,35,26,7,0,0,11,2,0.474,0.889,1
56234,Jonathan Isaac,26,10,2,1,3,8,2,0.455,,0
56235,Gary Harris,27,3,2,1,0,0,1,0.375,,0
56236,Jalen Suggs,27,4,4,1,1,2,0,0.333,1.0,0
56237,Moritz Wagner,12,10,1,0,0,1,0,0.833,,0
56238,Cole Anthony,17,13,4,2,0,5,1,0.611,1.0,0
56239,Joe Ingles,16,3,2,1,0,3,1,1.5,,0
56240,Wendell Carter Jr.,14,7,0,0,0,2,1,1.167,,0
56241,Anthony Black,5,5,0,0,0,1,1,0.833,,0
56242,Caleb Houstan,5,5,0,1,1,0,1,1.5,1.0,0
56243,Chuma Okeke,3,0,0,0,0,0,0,0.0,,0
56244,Mikal Bridges,24,8,1,0,0,2,2,0.5,,0
56245,Noah Clowney,41,16,2,1,1,4,2,0.6,0.8,0
56246,Nic Claxton,20,6,1,0,0,8,0,0.5,,0
56247,Cam Thomas,26,18,2,0,0,3,3,0.542,0.833,0
56248,Trendon Watford,37,14,5,1,1,8,1,0.423,0.75,0
56249,Jalen Wilson,32,9,1,1,2,9,1,0.346,,0
56250,Lonnie Walker IV,28,12,5,1,2,6,0,0.4,,0
56251,Jacob Gilyard,17,0,2,4,0,0,0,0.0,,0
56252,Keon Johnson,10,3,0,0,0,2,0,0.5,0.5,0
56253,Dorian Finney-Smith,0,0,0,0,0,0,0,,,0
56254,Cameron Johnson,0,0,0,0,0,0,0,,,0
56255,Tobias Harris,30,21,2,1,1,8,3,0.633,1.0,0
56256,Mo Bamba,18,4,0,0,2,6,0,0.667,,0
56257,Kyle Lowry,23,0,8,1,0,4,0,0.0,,0
56258,Tyrese Maxey,29,26,3,1,0,3,3,0.575,0.75,0
56259,Nicolas Batum,20,0,5,0,0,5,0,0.0,,0
56260,Paul Reed,29,13,3,2,2,12,0,0.5,0.5,1
56261,Buddy Hield,21,19,5,1,0,7,4,0.533,1.0,0
56262,Cameron Payne,23,10,3,1,0,2,2,0.556,,0
56263,Ricky Council IV,7,3,0,0,0,2,1,0.75,,0
56264,Jeff Dowtin Jr.,7,2,1,1,0,2,0,0.5,,0
56265,Terquavion Smith,5,1,0,0,0,1,0,0.0,0.5,0
56266,Joel Embiid,0,0,0,0,0,0,0,,,0
56267,De'Anthony Melton,0,0,0,0,0,0,0,,,0
56268,Michael Porter Jr.,24,12,4,0,2,5,2,0.5,,0
56269,Aaron Gordon,26,15,5,0,1,5,0,0.667,0.875,0
56270,Nikola Jokic,30,15,5,4,0,15,0,0.636,0.5,1
56271,Kentavious Caldwell-Pope,24,11,3,0,1,4,1,0.917,0.0,0
56272,Reggie Jackson,23,11,2,0,0,0,2,0.444,1.0,0
56273,Peyton Watson,20,11,1,1,0,2,1,0.786,,0
56274,Zeke Nnaji,17,6,0,1,0,4,0,0.6,,0
56275,Braxton Key,1,2,0,0,0,2,0,0.0,1.0,0
56276,DeAndre Jordan,0,0,0,0,0,0,0,,,0
56277,Jalen Pickett,0,0,0,0,0,0,0,,,0
56278,GG Jackson II,44,44,1,2,1,12,4,0.528,0.857,1
56279,Jake LaRavia,39,29,4,0,0,5,4,0.65,0.75,0
56280,Jordan Goodwin,36,8,3,3,0,8,0,0.231,0.5,0
56281,Scotty Pippen Jr.,25,15,7,0,0,3,0,0.636,1.0,0
56282,Timmy Allen,24,1,1,2,0,1,0,0.0,0.5,0
56283,Zavier Simpson,22,8,3,0,0,1,0,0.5,,0
56284,Jack White,9,0,0,0,0,2,0,0.0,,0
56285,Santi Aldama,0,0,0,0,0,0,0,,,0
56286,Brandon Clarke,0,0,0,0,0,0,0,,,0
56287,Luke Kennard,0,0,0,0,0,0,0,,,0
56288,Ziaire Williams,0,0,0,0,0,0,0,,,0
56289,Jaden McDaniels,27,6,1,0,0,0,1,0.357,0.5,0
56290,Karl-Anthony Towns,29,10,2,0,0,6,1,0.438,0.75,0
56291,Rudy Gobert,32,21,1,2,1,7,0,0.778,0.778,0
56292,Anthony Edwards,35,13,4,1,1,6,0,0.429,0.875,0
56293,Mike Conley,27,17,2,1,2,4,4,1.0,1.0,0
56294,Naz Reid,20,10,1,1,0,4,2,0.625,,0
56295,Nickeil Alexander-Walker,17,3,2,1,0,0,1,0.375,,0
56296,Jordan McLaughlin,8,5,0,0,0,0,0,1.0,0.5,0
56297,Monte Morris,6,0,4,0,1,0,0,0.0,,0
56298,Josh Minott,4,2,1,0,0,0,0,0.5,,0
56299,Leonard Miller,4,2,0,0,0,3,0,0.333,,0
56300,Luka Garza,4,9,0,0,0,3,0,1.0,1.0,0
56301,T.J. Warren,0,0,0,0,0,0,0,,,0
56302,Grayson Allen,32,20,1,2,0,6,3,0.864,1.0,0
56303,Kevin Durant,37,15,1,2,1,4,1,0.464,1.0,0
56304,Jusuf Nurkic,20,6,8,5,1,5,0,0.75,,0
56305,Bradley Beal,37,36,5,2,1,6,6,0.81,1.0,0
56306,Devin Booker,35,23,7,1,0,4,3,0.469,0.8,0
56307,Royce O'Neale,23,4,3,0,0,2,1,0.375,0.5,0
56308,Drew Eubanks,14,0,1,0,0,0,0,0.0,,0
56309,Bol Bol,7,4,0,0,0,2,0,0.667,,0
56310,Thaddeus Young,8,5,0,0,0,1,0,1.0,1.0,0
56311,Josh Okogie,4,5,0,1,0,1,1,0.833,,0
56312,Isaiah Thomas,4,3,1,0,0,0,1,0.5,,0
56313,Saben Lee,4,0,0,0,0,0,0,0.0,,0
56314,Nassir Little,4,4,0,0,0,0,0,0.667,,0
56315,David Roddy,3,0,1,0,0,1,0,0.0,,0
56316,Ish Wainright,0,0,0,0,0,0,0,,,0
56317,Brandon Ingram,23,13,0,0,0,5,1,0.722,,0
56318,Zion Williamson,34,12,8,2,0,8,0,0.308,0.8,0
56319,Jonas Valanciunas,7,2,1,0,0,3,0,0.333,,0
56320,Herbert Jones,32,18,1,2,0,5,4,0.615,1.0,0
56321,CJ McCollum,33,25,7,0,0,4,4,0.579,0.75,0
56322,Larry Nance Jr.,30,13,4,1,0,6,1,0.688,1.0,0
56323,Jose Alvarado,20,10,1,1,0,1,2,0.714,,0
56324,Dyson Daniels,17,2,1,0,0,2,0,0.25,,0
56325,Cody Zeller,4,0,1,0,0,0,0,0.0,,0
56326,Matt Ryan,2,0,0,0,0,0,0,0.0,,0
56327,Jeremiah Robinson-Earl,2,2,0,0,0,2,0,0.5,0.0,0
56328,Jordan Hawkins,0,0,0,0,0,0,0,,,0
56329,Naji Marshall,0,0,0,0,0,0,0,,,0
56330,Rui Hachimura,34,11,4,2,0,7,1,0.55,,0
56331,LeBron James,37,28,17,5,1,11,0,0.55,1.0,1
56332,Anthony Davis,32,30,3,2,0,11,0,0.765,1.0,1
56333,D'Angelo Russell,37,19,4,1,1,1,5,0.654,1.0,0
56334,Spencer Dinwiddie,13,7,1,0,0,1,1,0.625,1.0,0
56335,Taurean Prince,20,9,0,1,0,1,1,0.583,1.0,0
56336,Gabe Vincent,13,0,1,0,0,0,0,0.0,,0
56337,Jaxson Hayes,12,0,0,0,0,3,0,0.0,,0
56338,Maxwell Lewis,2,0,0,0,0,0,0,0.0,,0
56339,Max Christie,2,0,0,0,0,1,0,0.0,,0
56340,Skylar Mays,1,0,0,0,0,0,0,0.0,,0
56341,Harry Giles III,1,0,0,0,0,2,0,0.0,,0
56342,Colin Castleton,1,0,0,0,0,0,0,0.0,,0
56343,Cam Reddish,0,0,0,0,0,0,0,,,0
56344,Josh Green,31,4,3,0,0,3,0,0.125,1.0,0
56345,Olivier-Maxence Prosper,37,15,1,0,0,8,2,0.429,0.6,0
56346,Dwight Powell,26,2,1,1,1,8,0,0.5,,0
56347,Tim Hardaway Jr.,19,3,3,2,0,1,1,0.167,,0
56348,Jaden Hardy,28,9,3,2,0,4,1,0.321,,0
56349,Brandon Williams,29,22,3,0,0,5,1,0.405,0.833,0
56350,Markieff Morris,23,8,3,0,1,5,2,0.429,1.0,0
56351,AJ Lawson,23,12,2,0,0,5,0,0.385,1.0,0
56352,Dante Exum,0,0,0,0,0,0,0,,,0
56353,Derrick Jones Jr.,0,0,0,0,0,0,0,,,0
56354,Luguentz Dort,12,5,2,0,0,2,1,0.417,,0
56355,Chet Holmgren,11,13,0,0,1,9,0,0.75,1.0,0
56356,Josh Giddey,19,8,8,0,0,6,1,0.438,1.0,0
56357,Shai Gilgeous-Alexander,15,15,6,0,0,1,0,0.455,1.0,0
56358,Jaylin Williams,12,5,1,1,0,7,1,1.25,,0
56359,Cason Wallace,15,12,1,0,1,2,2,1.0,,0
56360,Isaiah Joe,10,2,1,1,0,2,0,0.333,,0
56361,Mike Muscala,18,2,0,0,0,5,0,0.5,,0
56362,Aaron Wiggins,17,14,1,1,0,6,2,0.75,1.0,0
56363,Kenrich Williams,20,9,7,0,0,7,1,0.5,,0
56364,Ousmane Dieng,18,13,4,3,2,1,1,0.542,,0
56365,Bismack Biyombo,18,6,0,0,1,6,0,0.5,0.5,0
56366,Lindy Waters III,15,12,2,0,1,0,4,1.0,,0
56367,Julian Champagnie,25,11,6,0,0,3,2,0.556,0.5,0
56368,Sandro Mamukelashvili,25,18,1,0,0,8,3,0.654,0.5,0
56369,Zach Collins,16,17,2,1,0,9,1,0.591,1.0,0
56370,Blake Wesley,30,17,5,3,0,7,1,0.833,0.667,0
56371,Tre Jones,24,11,6,1,0,6,1,0.458,,0
56372,Sidy Cissoko,31,7,5,3,2,4,0,0.375,0.5,0
56373,David Duke Jr.,21,15,0,1,0,3,2,0.875,1.0,0
56374,Jamaree Bouyea,22,5,2,0,0,8,1,0.625,,0
56375,RaiQuan Gray,22,10,4,0,1,5,0,0.556,,0
56376,Malaki Branham,0,0,0,0,0,0,0,,,0
56377,Troy Brown Jr.,11,0,1,1,1,3,0,0.0,,0
56378,Chimezie Metu,33,9,0,2,0,4,1,0.5,,0
56379,James Wiseman,40,21,1,2,1,17,0,0.471,0.714,1
56380,Jaden Ivey,27,13,2,0,0,1,1,0.423,1.0,0
56381,Marcus Sasser,31,17,7,0,1,3,2,0.538,1.0,0
56382,Malachi Flynn,20,4,3,1,0,1,0,0.25,,0
56383,Evan Fournier,16,6,1,1,0,1,0,0.375,0.0,0
56384,Taj Gibson,7,2,0,0,0,2,0,0.333,,0
56385,Jaylen Nowell,8,4,0,0,0,2,0,0.25,1.0,0
56386,Buddy Boeheim,12,3,0,0,0,2,0,0.0,0.6,0
56387,Jalen Duren,0,0,0,0,0,0,0,,,0
56388,Andrew Wiggins,20,19,3,2,0,4,2,0.636,0.833,0
56389,Jonathan Kuminga,23,0,7,2,1,0,0,0.0,,0
56390,Trayce Jackson-Davis,20,8,1,0,0,0,0,1.0,0.0,0
56391,Klay Thompson,19,25,3,0,1,3,6,0.769,1.0,0
56392,Chris Paul,22,6,6,0,0,4,0,0.3,,0
56393,Brandin Podziemski,21,7,2,2,0,9,1,0.5,,0
56394,Kevon Looney,15,4,2,0,1,2,0,0.5,,0
56395,Gui Santos,24,13,2,1,0,5,1,0.55,1.0,0
56396,Moses Moody,16,9,2,2,0,1,1,0.438,1.0,0
56397,Dario Saric,12,12,1,0,1,5,1,0.75,0.75,0
56398,Lester Quinones,17,12,3,0,0,1,2,0.545,,0
56399,Pat Spencer,15,2,3,0,0,4,0,0.333,,0
56400,Usman Garuba,5,1,0,0,2,4,0,0.0,0.5,0
56401,Taylor Hendricks,41,16,2,3,1,8,2,0.7,1.0,0
56402,Luka Samanic,28,14,2,1,0,5,0,0.455,1.0,0
56403,Keyonte George,20,21,4,0,0,1,5,0.955,0.0,0
56404,Johnny Juzang,19,8,2,0,0,1,2,0.6,0.5,0
56405,Micah Potter,21,10,1,0,2,8,2,0.714,0.0,0
56406,Kira Lewis Jr.,27,13,3,1,0,3,0,0.5,1.0,0
56407,Darius Bazley,6,2,0,0,1,0,0,1.0,,0
56408,Kenneth Lofton Jr.,15,7,6,0,1,1,1,0.7,,0
56409,Talen Horton-Tucker,0,0,0,0,0,0,0,,,0
56410,Jason Preston,0,0,0,0,0,0,0,,,0
56411,Jabari Smith Jr.,32,15,3,0,0,8,2,0.368,0.5,0
56412,Jock Landale,21,5,2,1,0,4,1,0.357,,0
56413,Jalen Green,22,13,3,0,0,6,3,0.464,,0
56414,Cam Whitmore,35,21,5,0,1,6,2,0.588,0.333,0
56415,Aaron Holiday,16,9,2,1,0,2,1,0.45,,0
56416,Jeff Green,12,7,0,0,1,2,1,0.583,,0
56417,Nate Williams,21,13,0,1,1,3,1,0.722,0.0,0
56418,Reggie Bullock Jr.,5,0,0,0,0,3,0,0.0,,0
56419,Nate Hinton,13,2,4,0,0,5,0,0.333,,0
56420,Jermaine Samuels Jr.,4,0,1,0,1,1,0,0.0,,0
56421,Boban Marjanovic,12,13,1,1,1,8,0,0.75,0.333,0
56422,Amir Coffey,36,18,2,1,1,3,0,0.412,1.0,0
56423,Mason Plumlee,23,9,4,1,2,13,0,0.231,0.75,0
56424,Terance Mann,27,24,2,1,0,6,1,0.75,1.0,0
56425,Xavier Moon,46,14,6,2,1,6,2,0.318,,0
56426,Brandon Boston Jr.,30,15,3,4,0,6,2,0.375,0.75,0
56427,Daniel Theis,28,16,2,2,2,11,2,0.583,1.0,1
56428,Kobe Brown,38,9,4,2,2,6,1,0.45,,0
56429,Bones Hyland,0,0,0,0,0,0,0,,,0
56430,Norman Powell,0,0,0,0,0,0,0,,,0
56431,Ivica Zubac,0,0,0,0,0,0,0,,,0
56432,Justin Minaya,37,8,2,0,0,6,1,0.35,1.0,0
56433,Moses Brown,15,9,0,2,0,7,0,0.571,0.5,0
56434,Rayan Rupert,40,11,5,0,0,6,2,0.417,0.5,0
56435,Dalano Banton,38,17,7,3,0,3,0,0.231,0.833,0
56436,Duop Reath,24,14,0,3,1,6,2,0.5,1.0,0
56437,Taze Moore,30,12,4,1,0,8,1,0.393,0.5,0
56438,Ibou Badji,10,2,0,1,0,0,0,0.5,,0
56439,Scoot Henderson,0,0,0,0,0,0,0,,,0
56440,Shaedon Sharpe,0,0,0,0,0,0,0,,,0
56441,Anfernee Simons,0,0,0,0,0,0,0,,,0
56442,Harrison Barnes,30,17,3,2,0,5,2,0.75,0.714,0
56443,Keegan Murray,27,12,1,1,1,5,2,0.417,1.0,0
56444,Keon Ellis,24,13,2,3,2,3,3,0.611,1.0,0
56445,Davion Mitchell,21,11,3,0,0,4,3,0.5,,0
56446,Trey Lyles,18,5,3,0,0,8,1,0.375,1.0,0
56447,Alex Len,13,2,1,0,1,2,0,0.0,0.5,0
56448,Chris Duarte,8,0,0,0,0,1,0,0.0,,0
56449,Kessler Edwards,11,0,1,1,0,1,0,0.0,,0
56450,Sasha Vezenkov,10,0,0,1,0,1,0,0.0,,0
56451,Mason Jones,5,0,0,0,0,0,0,0.0,,0
56452,JaVale McGee,7,9,2,0,0,7,0,0.571,0.5,0
56453,Colby Jones,4,8,1,0,1,1,0,1.0,1.0,0
56454,Jalen Slawson,3,2,0,0,0,0,0,1.0,,0
56455,Khris Middleton,26,14,7,1,0,4,2,0.583,,0
56456,Giannis Antetokounmpo,33,35,10,3,0,8,1,0.705,0.444,1
56457,Brook Lopez,33,9,3,3,3,8,1,0.563,,0
56458,Bobby Portis,23,13,1,0,2,4,1,0.611,1.0,0
56459,MarJon Beauchamp,19,6,1,1,0,2,2,1.0,,0
56460,AJ Green,15,9,1,0,0,0,3,1.125,,0
56461,Andre Jackson Jr.,0,0,0,0,0,0,0,0.0,,0
56462,Chris Livingston,2,0,0,1,0,2,0,0.0,,0
56463,Robin Lopez,2,0,0,0,0,0,0,0.0,,0
56464,Thanasis Antetokounmpo,2,2,0,1,0,1,0,1.0,,0
56465,Marques Bolden,0,0,0,0,0,0,0,,,0
56466,Lindell Wigginton,0,0,0,0,0,0,0,,,0
56467,RJ Barrett,31,23,1,0,0,8,1,0.417,1.0,0
56468,Julius Randle,36,41,5,0,0,6,2,0.789,0.917,0
56469,Mitchell Robinson,27,2,3,2,1,4,0,0.5,,0
56470,Quentin Grimes,18,0,0,1,0,1,0,0.0,,0
56471,Josh Hart,25,11,1,3,0,4,1,0.688,,0
56472,Isaiah Hartenstein,17,4,5,0,2,7,0,0.667,,0
56473,Donte DiVincenzo,17,7,2,0,0,1,1,0.5,1.0,0
56474,Jericho Sims,2,0,0,0,0,0,0,0.0,,0
56475,Miles McBride,2,3,0,0,0,0,1,1.5,,0
56476,Jacob Toppin,2,0,0,0,1,0,0,0.0,,0
56477,Charlie Brown Jr.,2,0,0,0,0,0,0,0.0,,0
56478,Ryan Arcidiacono,2,0,1,1,0,1,0,0.0,,0
56479,Jaylen Martin,0,0,0,0,0,0,0,,,0
56480,Jayson Tatum,37,32,6,1,0,12,2,0.538,0.571,1
56481,Jaylen Brown,31,30,0,1,2,9,2,0.652,0.0,0
56482,Al Horford,31,2,4,0,1,7,0,0.333,,0
56483,Derrick White,35,18,8,1,1,4,2,0.5,1.0,0
56484,Jrue Holiday,38,9,3,1,1,6,1,0.389,1.0,0
56485,Dalano Banton,11,0,1,0,0,4,0,0.0,,0
56486,Sam Hauser,22,15,1,0,0,6,5,0.833,,0
56487,Payton Pritchard,15,0,2,0,0,4,0,0.0,,0
56488,Oshae Brissett,0,0,0,0,0,0,0,,,0
56489,Neemias Queta,0,0,0,0,0,0,0,,,0
56490,Lamar Stevens,0,0,0,0,0,0,0,,,0
56491,Buddy Hield,31,21,2,2,0,2,4,0.818,0.75,0
56492,Myles Turner,34,17,1,1,1,10,2,0.5,1.0,1
56493,Bruce Brown,35,13,4,3,0,8,1,0.35,0.857,0
56494,Tyrese Haliburton,40,26,13,1,0,10,5,0.694,1.0,1
56495,Aaron Nesmith,30,14,1,0,1,1,1,0.65,0.5,0
56496,Bennedict Mathurin,27,16,2,0,0,5,4,0.5,1.0,0
56497,T.J. McConnell,9,2,3,1,0,2,0,0.2,,0
56498,Isaiah Jackson,0,0,0,0,0,0,0,,,0
56499,Jordan Nwora,0,0,0,0,0,0,0,,,0
56500,Ben Sheppard,0,0,0,0,0,0,0,,,0
56501,Oscar Tshiebwe,0,0,0,0,0,0,0,,,0
56502,Jarace Walker,0,0,0,0,0,0,0,,,0
56503,Cam Reddish,29,4,1,1,0,2,0,0.0,1.0,0
56504,LeBron James,40,31,11,5,0,8,2,0.52,0.833,1
56505,Anthony Davis,38,27,1,0,2,15,0,0.385,0.875,1
56506,Taurean Prince,26,5,0,3,0,3,0,0.333,0.5,0
56507,D'Angelo Russell,24,8,5,0,0,1,2,0.364,,0
56508,Max Christie,7,3,1,0,0,0,1,0.75,,0
56509,Rui Hachimura,21,7,1,0,0,2,1,0.438,,0
56510,Austin Reaves,26,20,2,0,0,6,3,0.531,1.0,0
56511,Jarred Vanderbilt,14,1,2,1,0,6,0,0.0,0.5,0
56512,Jaxson Hayes,9,0,0,1,0,2,0,0.0,,0
56513,Jalen Hood-Schifino,0,0,0,0,0,0,0,,,0
56514,Maxwell Lewis,0,0,0,0,0,0,0,,,0
56515,Christian Wood,0,0,0,0,0,0,0,,,0
56516,Eric Gordon,34,7,4,2,1,4,1,0.438,,0
56517,Kevin Durant,38,31,4,0,1,7,4,0.824,0.75,0
56518,Jusuf Nurkic,28,3,4,1,0,8,0,0.333,0.25,0
56519,Grayson Allen,39,21,2,2,1,2,4,0.571,1.0,0
56520,Devin Booker,37,21,6,1,1,11,1,0.406,1.0,1
56521,Drew Eubanks,17,6,1,1,0,2,0,1.0,,0
56522,Josh Okogie,8,0,0,1,0,1,0,0.0,,0
56523,Nassir Little,14,5,2,0,0,2,1,0.625,,0
56524,Keita Bates-Diop,6,2,1,0,1,1,0,0.333,,0
56525,Udoka Azubuike,0,0,0,0,0,0,0,,,0
56526,Bol Bol,0,0,0,0,0,0,0,,,0
56527,Saben Lee,0,0,0,0,0,0,0,,,0
56528,Chimezie Metu,0,0,0,0,0,0,0,,,0
56529,Yuta Watanabe,0,0,0,0,0,0,0,,,0
56530,Brandon Ingram,40,30,6,1,0,8,3,0.575,0.778,0
56531,Zion Williamson,27,10,6,3,0,6,0,0.625,,0
56532,Jonas Valanciunas,29,18,0,0,0,11,0,0.636,1.0,1
56533,Herbert Jones,34,23,5,0,2,5,3,0.731,1.0,0
56534,CJ McCollum,35,17,7,2,2,2,3,0.607,,0
56535,Trey Murphy III,29,16,1,0,1,2,3,0.577,0.5,0
56536,Jose Alvarado,17,9,2,2,2,3,2,1.0,0.5,0
56537,Cody Zeller,4,0,0,1,0,0,0,0.0,,0
56538,Dyson Daniels,6,0,0,2,0,1,0,0.0,,0
56539,Kira Lewis Jr.,0,0,0,0,0,0,0,,,0
56540,Jeremiah Robinson-Earl,0,0,0,0,0,0,0,,,0
56541,Harrison Barnes,34,4,1,1,1,4,1,0.5,0.5,0
56542,Keegan Murray,31,14,1,0,0,4,4,0.636,,0
56543,Domantas Sabonis,36,26,10,2,1,13,0,0.667,1.0,1
56544,Kevin Huerter,31,12,2,0,0,5,2,0.6,,0
56545,De'Aaron Fox,39,30,4,1,0,5,1,0.42,0.692,0
56546,Malik Monk,32,21,5,2,0,3,5,0.679,1.0,0
56547,Keon Ellis,8,5,0,1,0,0,1,0.75,1.0,0
56548,Sasha Vezenkov,6,0,0,0,0,2,0,0.0,,0
56549,JaVale McGee,3,0,0,1,0,1,0,0.0,,0
56550,Jordan Ford,0,0,0,0,0,0,0,,,0
56551,Davion Mitchell,0,0,0,0,0,0,0,,,0
56552,Jalen Slawson,0,0,0,0,0,0,0,,,0
56553,Max Strus,31,17,6,1,0,5,4,0.7,0.75,0
56554,Evan Mobley,36,16,2,1,1,5,0,0.667,,0
56555,Jarrett Allen,19,8,2,1,0,11,0,0.8,,0
56556,Donovan Mitchell,37,35,6,1,0,7,5,0.604,0.667,0
56557,Darius Garland,39,26,9,0,0,3,1,0.583,1.0,0
56558,Isaac Okoro,28,0,1,1,0,1,0,0.0,,0
56559,Georges Niang,27,10,3,0,0,5,2,0.714,,0
56560,Dean Wade,13,8,0,0,0,5,2,0.667,,0
56561,Damian Jones,0,0,0,0,0,0,0,,,0
56562,Sam Merrill,0,0,0,0,0,0,0,,,0
56563,Franz Wagner,40,14,9,3,0,6,0,0.188,0.8,0
56564,Paolo Banchero,37,42,1,0,2,6,1,0.635,0.75,0
56565,Goga Bitadze,24,6,3,0,1,3,0,0.75,0.0,0
56566,Jalen Suggs,9,0,1,2,1,0,0,0.0,,0
56567,Anthony Black,14,11,0,0,0,0,0,1.0,1.0,0
56568,Gary Harris,31,8,3,1,0,3,0,0.143,1.0,0
56569,Joe Ingles,17,0,3,1,0,4,0,0.0,,0
56570,Cole Anthony,31,19,2,1,2,7,1,0.607,0.667,0
56571,Caleb Houstan,10,0,0,0,0,3,0,0.0,,0
56572,Chuma Okeke,0,0,0,0,0,0,0,,,0
56573,David Roddy,21,4,1,2,0,6,1,0.5,0.5,0
56574,Jaren Jackson Jr.,35,24,0,0,3,4,2,0.55,0.667,0
56575,Bismack Biyombo,25,2,4,0,1,11,0,0.333,,0
56576,Derrick Rose,15,4,2,2,0,1,0,0.286,,0
56577,Desmond Bane,35,49,8,1,2,6,4,0.677,1.0,0
56578,Jaylen Nowell,25,12,4,1,0,2,0,0.75,,0
56579,Santi Aldama,26,7,3,1,1,3,1,0.389,,0
56580,Vince Williams Jr.,24,3,1,1,0,4,1,0.75,,0
56581,John Konchar,21,9,2,2,1,7,2,1.0,0.5,0
