,PLAYER_NAME,minutes,points,assists,steals,blocks,rebounds,THREEPM,EFG_PCT,FT_PCT,DD
14432,Danuel House Jr.,6,0,1,0,0,0,0,0.0,,0
14433,Jaden Springer,6,5,2,0,0,0,1,0.75,0.5,0
14434,Furkan Korkmaz,5,0,0,0,0,0,0,0.0,,0
14435,KJ Martin,4,2,1,1,0,2,0,1.0,,0
14436,Mo Bamba,3,2,0,0,0,0,0,1.0,,0
14437,Ausar Thompson,29,10,3,1,0,8,0,0.714,,0
14438,Bojan Bogdanovic,33,33,2,1,0,1,5,0.711,0.75,0
14439,Isaiah Stewart,22,4,2,0,0,4,0,0.333,1.0,0
14440,Cade Cunningham,30,21,7,0,0,6,1,0.324,0.833,0
14441,James Wiseman,16,10,0,1,1,3,0,0.714,,0
14442,Isaiah Livers,27,2,0,1,0,3,0,0.25,,0
14443,Jaden Ivey,21,7,1,0,1,2,0,0.25,0.5,0
14444,Alec Burks,13,3,0,1,0,3,1,0.214,,0
14445,Marcus Sasser,5,8,1,0,0,0,2,1.333,,0
14446,Marvin Bagley III,0,0,0,0,0,0,0,,,0
14447,Joe Harris,0,0,0,0,0,0,0,,,0
14448,Herbert Jones,19,6,1,2,0,2,0,0.333,,0
14449,Brandon Ingram,30,40,3,0,1,2,1,0.63,0.917,0
14450,Jonas Valanciunas,32,16,3,1,1,18,1,0.722,0.75,1
14451,CJ McCollum,32,22,6,0,0,3,4,0.714,1.0,0
14452,Trey Murphy III,32,27,4,2,1,6,6,1.0,0.875,0
14453,Jose Alvarado,18,7,1,2,0,2,2,1.0,0.5,0
14454,Naji Marshall,27,16,7,2,0,4,2,0.636,1.0,0
14455,Jordan Hawkins,18,2,1,0,0,2,0,0.143,,0
14456,Cody Zeller,5,2,2,0,0,0,0,1.0,,0
14457,Kira Lewis Jr.,3,0,0,0,0,1,0,0.0,,0
14458,Deni Avdija,29,13,7,0,0,5,1,0.563,1.0,0
14459,Kyle Kuzma,29,27,4,1,1,7,4,0.632,0.75,0
14460,Daniel Gafford,23,13,0,1,2,7,0,0.833,0.75,0
14461,Jordan Poole,31,11,4,2,1,1,1,0.458,,0
14462,Tyus Jones,26,6,4,1,0,0,2,0.5,,0
14463,Bilal Coulibaly,31,16,1,1,1,5,4,0.889,0.0,0
14464,Corey Kispert,21,12,0,0,1,3,3,0.786,0.5,0
14465,Danilo Gallinari,15,9,1,0,0,1,1,0.417,1.0,0
14466,Jared Butler,13,8,4,1,0,1,2,0.75,1.0,0
14467,Anthony Gill,9,2,2,0,0,2,0,0.5,,0
14468,Mike Muscala,4,0,0,0,0,1,0,0.0,,0
14469,Patrick Baldwin Jr.,4,5,1,0,0,0,1,1.5,1.0,0
14470,Jimmy Butler,29,15,10,1,0,7,0,0.5,1.0,1
14471,Caleb Martin,36,9,4,0,1,6,1,0.346,,0
14472,Orlando Robinson,12,6,1,0,0,4,0,0.6,,0
14473,Kyle Lowry,24,17,1,2,0,2,4,1.4,1.0,0
14474,Jaime Jaquez Jr.,33,17,8,1,0,6,2,0.5,1.0,0
14475,Jamal Cain,28,14,1,2,1,3,2,0.5,1.0,0
14476,Kevin Love,20,3,1,2,1,8,0,0.111,0.5,0
14477,Thomas Bryant,15,11,0,0,0,9,0,0.714,1.0,0
14478,Bam Adebayo,0,0,0,0,0,0,0,,,0
14479,Cole Swider,0,0,0,0,0,0,0,,,0
14480,Gordon Hayward,34,20,7,0,0,5,1,0.625,1.0,0
14481,Miles Bridges,34,19,4,2,0,5,1,0.5,,0
14482,Nick Richards,39,6,0,0,4,10,0,0.6,0.0,0
14483,Brandon Miller,38,18,3,3,0,2,4,0.563,,0
14484,Terry Rozier,37,28,7,4,1,3,5,0.893,1.0,0
14485,P.J. Washington,3,0,1,1,0,0,0,0.0,,0
14486,Ish Smith,17,6,4,0,0,2,0,0.6,,0
14487,Bryce McGowens,18,7,1,0,0,3,1,0.625,1.0,0
14488,James Bouknight,0,0,0,0,0,0,0,,,0
14489,Theo Maledon,0,0,0,0,0,0,0,,,0
14490,Frank Ntilikina,0,0,0,0,0,0,0,,,0
14491,Wesley Matthews,13,5,1,2,0,2,1,0.25,1.0,0
14492,Saddiq Bey,38,12,2,2,0,10,0,0.357,0.667,1
14493,Clint Capela,34,17,1,0,3,10,0,0.583,0.75,1
14494,Dejounte Murray,34,20,5,0,2,3,4,0.588,0.0,0
14495,Trae Young,39,35,17,0,1,4,4,0.556,0.833,1
14496,Bogdan Bogdanovic,32,20,5,4,0,3,4,0.692,0.667,0
14497,Onyeka Okongwu,29,13,1,0,2,8,3,0.722,,0
14498,Garrison Mathews,18,6,0,1,0,2,2,1.5,,0
14499,Bruno Fernando,0,0,0,0,0,0,0,,,0
14500,Trent Forrest,0,0,0,0,0,0,0,,,0
14501,Seth Lundy,0,0,0,0,0,0,0,,,0
14502,OG Anunoby,36,22,3,1,0,5,2,0.846,,0
14503,Pascal Siakam,36,33,7,0,0,7,5,0.763,0.571,0
14504,Jakob Poeltl,31,15,6,0,3,13,0,0.625,0.625,1
14505,Dennis Schroder,36,17,7,1,1,3,3,0.591,1.0,0
14506,Gary Trent Jr.,20,12,1,0,0,0,4,0.545,,0
14507,Precious Achiuwa,17,7,1,1,2,7,1,0.5,1.0,0
14508,Malachi Flynn,17,0,8,0,0,2,0,0.0,,0
14509,Gradey Dick,0,0,0,0,0,0,0,,,0
14510,Otto Porter Jr.,0,0,0,0,0,0,0,,,0
14511,Garrett Temple,0,0,0,0,0,0,0,,,0
14512,Dillon Brooks,28,11,1,0,0,2,1,0.563,1.0,0
14513,Jabari Smith Jr.,30,20,1,1,1,10,3,0.85,0.5,1
14514,Alperen Sengun,24,9,2,0,0,10,0,0.25,0.833,0
14515,Jae'Sean Tate,23,10,3,1,0,7,1,0.5,0.333,0
14516,Aaron Holiday,14,6,2,0,1,0,2,0.5,,0
14517,Jock Landale,10,2,0,0,0,3,0,0.5,,0
14518,Tari Eason,26,25,1,1,1,14,3,0.719,0.5,1
14519,Reggie Bullock Jr.,6,6,0,0,0,0,2,0.75,,0
14520,Jeff Green,13,9,0,0,0,3,0,1.0,1.0,0
14521,Boban Marjanovic,0,0,0,0,0,0,0,,,0
14522,Nate Williams,0,0,0,0,0,0,0,,,0
14523,David Roddy,32,9,4,1,0,6,2,0.286,0.5,0
14524,Jaren Jackson Jr.,39,44,2,4,1,7,3,0.688,0.846,0
14525,Bismack Biyombo,23,3,1,0,0,6,0,0.5,0.167,0
14526,Vince Williams Jr.,27,10,1,1,0,7,2,0.6,0.667,0
14527,Derrick Rose,30,19,6,0,1,4,1,0.536,1.0,0
14528,Ziaire Williams,25,5,3,0,0,4,0,0.125,1.0,0
14529,Jaylen Nowell,8,0,1,0,0,0,0,0.0,,0
14530,Santi Aldama,15,7,1,0,2,5,1,0.875,,0
14531,John Konchar,7,0,1,1,0,0,0,0.0,,0
14532,Jake LaRavia,15,4,2,0,0,0,0,0.333,,0
14533,Jacob Gilyard,12,3,3,0,0,0,1,1.5,,0
14534,Kenneth Lofton Jr.,0,0,0,0,0,0,0,,,0
14535,Xavier Tillman,0,0,0,0,0,0,0,,,0
14536,Khris Middleton,29,14,7,1,0,9,1,0.591,1.0,0
14537,Brook Lopez,33,6,1,0,6,3,0,0.167,1.0,0
14538,Malik Beasley,35,7,2,2,1,6,1,0.5,,0
14539,Damian Lillard,35,21,6,1,0,4,2,0.5,0.778,0
14540,Bobby Portis,22,19,2,0,0,2,3,0.731,,0
14541,Andre Jackson Jr.,13,2,2,0,0,2,0,0.5,,0
14542,Cameron Payne,13,1,4,0,0,0,0,0.0,0.5,0
14543,Robin Lopez,1,0,0,0,0,0,0,0.0,,0
14544,Thanasis Antetokounmpo,1,0,0,0,0,0,0,0.0,,0
14545,AJ Green,1,0,0,0,0,0,0,0.0,,0
14546,Bruce Brown,27,9,9,2,0,8,0,0.4,0.25,0
14547,Obi Toppin,19,5,1,0,1,7,1,0.357,,0
14548,Myles Turner,32,22,0,0,2,9,2,0.643,1.0,0
14549,Buddy Hield,26,7,2,0,0,3,1,0.389,,0
14550,Tyrese Haliburton,30,22,7,0,0,5,1,0.531,0.714,0
14551,Isaiah Jackson,13,9,1,1,2,3,0,0.75,0.75,0
14552,T.J. McConnell,16,9,5,2,0,5,0,0.444,1.0,0
14553,Jarace Walker,6,3,2,0,1,0,1,0.5,,0
14554,Ben Sheppard,5,8,0,1,0,0,2,0.667,,0
14555,Oscar Tshiebwe,5,1,0,0,0,1,0,0.0,0.5,0
14556,Jordan Nwora,5,5,1,1,0,2,1,1.25,,0
14557,Rui Hachimura,24,13,1,0,1,7,1,0.65,,0
14558,Anthony Davis,37,37,1,4,0,10,2,0.609,0.75,1
14559,D'Angelo Russell,32,12,10,3,0,3,0,0.462,0.0,1
14560,Jarred Vanderbilt,16,2,0,1,1,3,0,1.0,,0
14561,Christian Wood,21,9,1,0,0,6,1,0.643,0.0,0
14562,Austin Reaves,29,15,8,1,0,4,3,0.75,,0
14563,Max Christie,14,3,2,0,0,5,1,0.3,,0
14564,Jaxson Hayes,7,4,0,0,0,1,0,0.667,,0
14565,Colin Castleton,0,0,0,0,0,0,0,,,0
14566,D'Moi Hodge,0,0,0,0,0,0,0,,,0
14567,LeBron James,0,0,0,0,0,0,0,,,0
14568,Devin Vassell,35,13,4,2,0,5,1,0.367,1.0,0
14569,Keldon Johnson,35,28,8,0,0,5,4,0.857,1.0,0
14570,Malaki Branham,28,19,0,1,0,3,2,0.692,1.0,0
14571,Jeremy Sochan,29,5,5,0,0,8,1,0.278,0.0,0
14572,Tre Jones,22,6,5,0,0,1,0,0.6,,0
14573,Cedi Osman,16,5,2,0,0,7,1,0.625,,0
14574,Zach Collins,18,10,0,0,0,2,2,0.5,1.0,0
14575,Julian Champagnie,6,0,1,1,0,1,0,0.0,,0
14576,Devonte' Graham,0,0,0,0,0,0,0,,,0
14577,Blake Wesley,0,0,0,0,0,0,0,,,0
14578,Mikal Bridges,38,21,2,1,0,3,3,0.447,0.8,0
14579,Cameron Johnson,34,15,4,2,2,5,3,0.65,1.0,0
14580,Nic Claxton,33,14,1,0,1,7,1,0.65,0.5,0
14581,Cam Thomas,28,24,4,1,1,2,4,0.471,1.0,0
14582,Spencer Dinwiddie,35,16,7,2,0,8,2,0.636,0.5,0
14583,Day'Ron Sharpe,7,3,0,0,0,3,0,0.333,0.5,0
14584,Dorian Finney-Smith,25,8,1,2,0,6,0,0.444,,0
14585,Royce O'Neale,19,8,4,0,0,1,2,0.8,,0
14586,Trendon Watford,18,7,1,1,0,1,0,0.6,1.0,0
14587,Armoni Brooks,0,0,0,0,0,0,0,,,0
14588,Harry Giles III,0,0,0,0,0,0,0,,,0
14589,Jalen Wilson,0,0,0,0,0,0,0,,,0
14590,Kevin Durant,37,27,4,1,2,6,1,0.528,0.8,0
14591,Jusuf Nurkic,31,15,3,0,2,22,0,0.467,0.5,1
14592,Bradley Beal,33,14,4,1,0,1,2,0.778,,0
14593,Devin Booker,40,34,12,0,0,6,2,0.667,0.933,1
14594,Nassir Little,26,10,3,0,0,7,2,0.714,,0
14595,Drew Eubanks,3,0,0,0,0,0,0,0.0,,0
14596,Jordan Goodwin,26,2,1,1,0,0,0,0.167,,0
14597,Keita Bates-Diop,11,2,1,0,0,2,0,0.333,,0
14598,Bol Bol,0,0,0,0,0,0,0,,,0
14599,Saben Lee,0,0,0,0,0,0,0,,,0
14600,RJ Barrett,24,9,2,0,0,6,0,0.188,0.75,0
14601,Jalen Brunson,39,23,8,2,0,7,0,0.316,0.688,0
14602,Josh Hart,28,0,2,1,0,2,0,0.0,,0
14603,Isaiah Hartenstein,29,7,0,0,2,6,0,0.75,1.0,0
14604,Immanuel Quickley,18,15,1,2,0,2,3,0.938,,0
14605,Quentin Grimes,15,2,1,0,0,2,0,0.25,0.0,0
14606,Ryan Arcidiacono,0,0,0,0,0,0,0,,,0
14607,Evan Fournier,0,0,0,0,0,0,0,,,0
14608,DaQuan Jeffries,0,0,0,0,0,0,0,,,0
14609,Miles McBride,0,0,0,0,0,0,0,,,0
14610,Lauri Markkanen,24,23,0,0,0,7,4,0.692,0.714,0
14611,Simone Fontecchio,31,15,2,2,0,6,3,0.458,1.0,0
14612,Collin Sexton,30,26,7,0,0,4,3,0.639,1.0,0
14613,Keyonte George,3,0,0,0,0,0,0,0.0,,0
14614,Walker Kessler,22,9,1,0,3,9,0,0.571,0.333,0
14615,Talen Horton-Tucker,24,15,3,0,0,4,1,0.536,0.0,0
14616,Ochai Agbaji,30,5,2,0,0,4,1,0.208,,0
14617,Kris Dunn,17,10,7,1,0,2,2,1.25,,0
14618,Omer Yurtseven,5,0,0,0,0,3,0,0.0,,0
14619,Taylor Hendricks,20,5,1,2,1,4,1,0.357,,0
14620,Micah Potter,0,0,0,0,0,0,0,,,0
14621,Brice Sensabaugh,0,0,0,0,0,0,0,,,0
14622,Jaylen Brown,36,22,5,2,0,5,2,0.55,,0
14623,Jayson Tatum,36,27,3,0,3,11,3,0.477,0.75,1
14624,Kristaps Porzingis,30,18,0,1,2,6,1,0.5,0.875,0
14625,Derrick White,35,14,3,3,0,5,2,0.6,1.0,0
14626,Jrue Holiday,37,15,4,0,0,3,1,0.682,,0
14627,Al Horford,23,7,3,0,1,10,1,0.875,,0
14628,Sam Hauser,18,9,1,0,0,0,3,1.5,,0
14629,Lamar Stevens,8,4,1,1,1,1,0,0.333,1.0,0
14630,Payton Pritchard,14,0,2,0,1,3,0,0.0,,0
14631,Dalano Banton,0,0,0,0,0,0,0,,,0
14632,Oshae Brissett,0,0,0,0,0,0,0,,,0
14633,Luke Kornet,0,0,0,0,0,0,0,,,0
14634,Svi Mykhailiuk,0,0,0,0,0,0,0,,,0
14635,Max Strus,31,5,2,0,0,4,1,0.5,,0
14636,Dean Wade,15,5,0,0,0,4,1,0.3,1.0,0
14637,Jarrett Allen,39,8,3,0,0,10,0,0.571,,0
14638,Donovan Mitchell,39,31,6,1,0,8,2,0.542,1.0,0
14639,Darius Garland,36,19,3,2,0,2,3,0.5,,0
14640,Caris LeVert,35,26,5,3,1,3,3,0.656,0.833,0
14641,Georges Niang,22,4,0,0,0,2,0,0.25,1.0,0
14642,Tristan Thompson,2,2,0,0,0,2,0,1.0,,0
14643,Damian Jones,0,0,0,0,0,0,0,,,0
14644,Craig Porter Jr.,0,0,0,0,0,0,0,,,0
14645,DeMar DeRozan,40,23,4,0,0,5,1,0.464,0.909,0
14646,Patrick Williams,31,9,3,2,2,2,2,0.444,0.5,0
14647,Nikola Vucevic,35,24,7,2,0,12,2,0.524,1.0,1
14648,Alex Caruso,4,6,1,0,0,0,2,0.75,,0
14649,Coby White,39,26,11,1,0,7,4,0.55,0.5,1
14650,Ayo Dosunmu,35,24,5,1,0,8,3,0.958,0.25,0
14651,Torrey Craig,23,5,0,1,0,3,0,0.286,1.0,0
14652,Jevon Carter,13,0,1,1,0,0,0,0.0,,0
14653,Andre Drummond,12,7,0,0,0,5,0,0.75,0.5,0
14654,Dalen Terry,2,0,0,0,0,1,0,0.0,,0
14655,Julian Phillips,0,0,0,0,0,0,0,,,0
14656,Terry Taylor,0,0,0,0,0,0,0,,,0
14657,Jimmy Butler,35,20,7,0,0,6,0,0.4,0.8,0
14658,Orlando Robinson,14,1,0,0,0,2,0,0.0,0.5,0
14659,Duncan Robinson,26,11,3,0,0,2,3,0.611,0.0,0
14660,Kyle Lowry,38,17,3,1,0,3,4,0.667,1.0,0
14661,Kevin Love,21,16,4,1,0,9,3,0.542,0.75,0
14662,Jaime Jaquez Jr.,34,22,4,0,0,4,1,0.464,0.9,0
14663,Jamal Cain,8,3,0,0,1,0,0,0.0,0.75,0
14664,R.J. Hampton,9,3,0,0,0,2,1,1.5,,0
14665,Bam Adebayo,0,0,0,0,0,0,0,,,0
14666,Cole Swider,0,0,0,0,0,0,0,,,0
14667,Grant Williams,36,5,1,1,0,3,1,0.227,,0
14668,Dereck Lively II,31,15,0,1,2,6,0,0.778,0.5,0
14669,Dante Exum,28,14,4,0,0,4,2,1.0,1.0,0
14670,Luka Doncic,39,39,13,2,0,6,2,0.593,1.0,1
14671,Tim Hardaway Jr.,31,10,0,0,0,4,0,0.267,0.667,0
14672,Markieff Morris,13,2,1,0,0,1,0,1.0,,0
14673,Richaun Holmes,2,0,0,0,0,0,0,0.0,,0
14674,Olivier-Maxence Prosper,2,2,0,0,0,0,0,1.0,,0
14675,Jaden Hardy,12,5,1,0,0,2,1,0.625,,0
14676,Dwight Powell,7,4,0,0,0,4,0,0.0,1.0,0
14677,Greg Brown III,1,0,1,0,0,0,0,0.0,,0
14678,AJ Lawson,1,2,0,0,0,0,0,1.0,,0
14679,Dexter Dennis,0,0,0,0,0,0,0,,,0
14680,Jaden McDaniels,23,11,1,0,1,2,0,0.556,1.0,0
14681,Karl-Anthony Towns,31,21,2,0,0,17,1,0.607,0.8,1
14682,Rudy Gobert,29,8,5,3,1,12,0,0.75,0.333,0
14683,Anthony Edwards,34,9,11,2,0,2,0,0.158,0.5,0
14684,Mike Conley,29,14,3,1,0,2,2,0.667,1.0,0
14685,Nickeil Alexander-Walker,20,13,1,0,1,1,3,1.083,,0
14686,Kyle Anderson,18,6,2,2,1,2,0,0.429,,0
14687,Troy Brown Jr.,14,5,1,0,0,1,1,0.625,,0
14688,Jordan McLaughlin,1,0,1,0,0,0,0,0.0,,0
14689,Josh Minott,1,3,0,0,0,0,0,1.0,1.0,0
14690,Shake Milton,1,2,0,0,0,0,0,1.0,,0
14691,Wendell Moore Jr.,1,0,0,0,0,0,0,0.0,,0
14692,Michael Porter Jr.,23,9,1,1,0,6,1,0.438,1.0,0
14693,Aaron Gordon,23,13,2,1,1,3,0,0.667,1.0,0
14694,Nikola Jokic,29,26,10,1,0,14,0,0.667,0.833,1
14695,Justin Holiday,27,2,2,4,0,1,0,0.167,,0
14696,Jamal Murray,22,16,2,3,1,1,2,0.533,,0
14697,Julian Strawther,19,8,1,0,0,4,2,0.364,,0
14698,Reggie Jackson,23,12,4,2,0,0,2,0.385,1.0,0
14699,Peyton Watson,24,18,5,1,1,7,2,0.8,0.667,0
14700,Christian Braun,24,10,2,0,2,4,1,0.45,1.0,0
14701,DeAndre Jordan,12,2,0,0,1,4,0,0.5,,0
14702,Zeke Nnaji,5,5,1,0,0,3,1,1.25,,0
14703,Jalen Pickett,2,3,1,0,0,0,1,1.5,,0
14704,Hunter Tyson,1,0,0,0,0,1,0,0.0,,0
14705,Mikal Bridges,24,9,1,1,0,0,2,0.5,0.5,0
14706,Cameron Johnson,22,10,0,0,0,3,2,0.5,,0
14707,Nic Claxton,17,10,2,0,0,9,0,0.556,,0
14708,Cam Thomas,27,13,0,0,0,3,0,0.385,0.5,0
14709,Day'Ron Sharpe,25,8,5,0,1,13,0,0.444,,0
14710,Trendon Watford,22,8,6,0,2,4,0,0.4,,0
14711,Dorian Finney-Smith,15,0,0,1,0,4,0,0.0,,0
14712,Royce O'Neale,14,2,1,1,0,1,0,1.0,,0
14713,Armoni Brooks,15,6,2,0,1,2,2,0.333,,0
14714,Harry Giles III,14,11,1,1,0,6,0,0.444,1.0,0
14715,Matisse Thybulle,17,3,2,1,0,3,1,0.3,,0
14716,Toumani Camara,24,18,0,0,0,6,3,0.85,0.5,0
14717,Deandre Ayton,20,14,0,1,1,9,0,0.462,1.0,0
14718,Shaedon Sharpe,27,4,2,0,1,7,0,0.083,1.0,0
14719,Anfernee Simons,22,9,6,1,0,1,2,0.5,0.5,0
14720,Scoot Henderson,35,23,10,1,0,2,2,0.476,1.0,1
14721,Moses Brown,4,0,0,0,0,1,0,0.0,,0
14722,Jabari Walker,27,13,1,1,0,9,0,0.5,0.6,0
14723,Malcolm Brogdon,14,9,1,0,0,0,3,0.75,0.0,0
14724,Kris Murray,16,6,3,2,1,5,2,0.429,,0
14725,Simone Fontecchio,24,24,0,1,0,5,5,1.188,1.0,0
14726,Collin Sexton,31,27,4,1,0,2,2,0.706,1.0,0
14727,Talen Horton-Tucker,30,23,4,4,0,2,0,0.474,0.833,0
14728,Omer Yurtseven,21,4,1,1,2,4,0,0.286,,0
14729,Kris Dunn,26,6,5,0,0,2,0,0.375,,0
14730,Ochai Agbaji,26,16,2,0,0,3,2,0.667,,0
14731,Taylor Hendricks,25,10,0,1,0,7,2,0.556,,0
14732,Micah Potter,2,0,0,0,0,0,0,0.0,,0
14733,John Collins,0,0,0,0,0,0,0,,,0
14734,Luka Samanic,0,0,0,0,0,0,0,,,0
14735,Harrison Barnes,20,5,2,0,0,3,1,0.357,,0
14736,Keegan Murray,31,15,1,1,0,3,0,0.5,0.875,0
14737,Domantas Sabonis,40,18,7,0,0,16,1,0.607,0.5,1
14738,Kevin Huerter,20,4,2,2,1,2,0,0.25,,0
14739,De'Aaron Fox,34,41,7,2,0,3,5,0.66,0.727,0
14740,Malik Monk,32,18,9,0,1,1,4,0.6,,0
14741,Trey Lyles,18,5,1,0,1,7,1,0.5,,0
14742,JaVale McGee,3,2,0,0,0,2,0,1.0,,0
14743,Kessler Edwards,0,0,0,0,0,0,0,0.0,,0
14744,Chris Duarte,0,0,0,0,0,0,0,,,0
14745,Jordan Ford,0,0,0,0,0,0,0,,,0
14746,Colby Jones,0,0,0,0,0,0,0,,,0
14747,Davion Mitchell,0,0,0,0,0,0,0,,,0
14748,Jalen Williams,28,5,3,1,1,4,0,0.143,1.0,0
14749,Chet Holmgren,30,14,1,0,3,11,0,0.5,1.0,1
14750,Shai Gilgeous-Alexander,38,43,9,2,0,6,1,0.5,0.889,0
14751,Jaylin Williams,15,3,3,0,0,6,1,0.5,,0
14752,Ousmane Dieng,10,6,0,0,0,0,2,0.75,,0
14753,Aaron Wiggins,6,6,0,0,0,1,0,0.75,,0
14754,Kenrich Williams,10,2,1,0,0,0,0,0.2,,0
14755,Davis Bertans,4,0,1,0,0,3,0,0.0,,0
14756,Tre Mann,0,0,0,0,0,0,0,,,0
14757,Vasilije Micic,0,0,0,0,0,0,0,,,0
14758,Olivier Sarr,0,0,0,0,0,0,0,,,0
14759,Brandin Podziemski,34,4,2,3,1,7,0,0.182,,0
14760,Jonathan Kuminga,24,15,1,1,0,5,2,0.6,1.0,0
14761,Kevon Looney,25,8,5,1,0,7,0,0.571,,0
14762,Klay Thompson,32,30,5,2,0,1,8,0.867,1.0,0
14763,Stephen Curry,34,17,4,0,0,4,3,0.382,1.0,0
14764,Chris Paul,28,12,3,0,0,2,2,0.556,1.0,0
14765,Dario Saric,17,5,1,0,0,6,1,0.5,,0
14766,Moses Moody,15,11,1,1,0,5,0,0.667,0.75,0
14767,Trayce Jackson-Davis,5,2,0,0,0,3,0,0.333,,0
14768,Draymond Green,0,0,0,0,0,0,0,,,0
14769,Cory Joseph,0,0,0,0,0,0,0,,,0
14770,Gary Payton II,0,0,0,0,0,0,0,,,0
14771,Terance Mann,20,2,2,1,0,3,0,0.2,,0
14772,Kawhi Leonard,39,27,2,1,1,8,2,0.625,0.778,0
14773,Ivica Zubac,30,10,2,0,2,8,0,0.5,,0
14774,Amir Coffey,29,18,1,0,0,4,4,0.533,0.667,0
14775,James Harden,42,28,15,1,4,7,5,0.708,0.917,1
14776,Norman Powell,36,21,2,1,0,5,1,0.731,1.0,0
14777,Russell Westbrook,19,9,2,0,1,4,1,0.643,,0
14778,Daniel Theis,15,4,1,1,1,1,0,0.0,1.0,0
14779,Kobe Brown,7,2,0,1,0,0,0,1.0,,0
14780,Brandon Boston Jr.,0,0,0,0,0,0,0,,,0
14781,Bones Hyland,0,0,0,0,0,0,0,,,0
14782,Xavier Moon,0,0,0,0,0,0,0,,,0
14783,P.J. Tucker,0,0,0,0,0,0,0,,,0
14784,Brandon Ingram,31,8,7,0,0,3,0,0.375,1.0,0
14785,Zion Williamson,30,21,4,0,0,11,0,0.563,0.75,1
14786,Jonas Valanciunas,37,29,4,0,2,13,2,0.75,0.833,1
14787,CJ McCollum,35,19,4,1,1,5,3,0.472,1.0,0
14788,Naji Marshall,12,3,1,0,0,1,1,0.375,,0
14789,Trey Murphy III,25,13,2,0,0,6,1,0.5,1.0,0
14790,Dyson Daniels,14,0,0,1,0,0,0,0.0,,0
14791,Jordan Hawkins,4,0,0,0,0,0,0,0.0,,0
14792,Jeremiah Robinson-Earl,0,0,0,0,0,0,0,,,0
14793,Cody Zeller,0,0,0,0,0,0,0,,,0
14794,Gordon Hayward,33,9,4,1,1,3,1,0.45,,0
14795,Nick Richards,30,16,1,0,1,6,0,1.0,1.0,0
14796,Brandon Miller,35,16,3,1,0,4,2,0.5,0.0,0
14797,Terry Rozier,39,30,6,3,0,4,4,0.52,1.0,0
14798,JT Thor,13,0,0,0,2,2,0,0.0,,0
14799,Ish Smith,15,0,2,0,0,1,0,0.0,,0
14800,Bryce McGowens,20,7,0,1,0,2,0,0.4,0.6,0
14801,Nathan Mensah,12,2,0,0,0,7,0,0.0,1.0,0
14802,Leaky Black,0,0,0,0,0,0,0,,,0
14803,James Bouknight,0,0,0,0,0,0,0,,,0
14804,Nick Smith Jr.,0,0,0,0,0,0,0,,,0
14805,Tobias Harris,23,13,2,3,1,7,1,0.563,1.0,0
14806,Joel Embiid,29,35,2,2,4,13,2,0.526,0.938,1
14807,De'Anthony Melton,23,4,1,1,1,3,0,0.167,1.0,0
14808,Tyrese Maxey,27,19,4,2,0,1,1,0.469,0.8,0
14809,Patrick Beverley,12,1,0,3,0,0,0,0.0,0.5,0
14810,Marcus Morris Sr.,15,15,1,1,0,2,5,0.938,,0
14811,Robert Covington,12,0,0,1,0,3,0,0.0,,0
14812,Paul Reed,11,0,2,0,0,5,0,0.0,,0
14813,Danuel House Jr.,12,3,2,0,0,4,1,0.3,,0
14814,Jaden Springer,12,9,3,2,1,2,1,0.5,,0
14815,Mo Bamba,9,3,0,0,1,4,1,0.75,,0
14816,KJ Martin,6,4,1,0,0,1,0,0.667,,0
14817,Furkan Korkmaz,6,3,1,0,0,1,1,0.5,,0
14818,Ausar Thompson,21,8,1,0,1,3,0,0.6,1.0,0
14819,Bojan Bogdanovic,26,17,2,0,0,3,2,0.583,0.75,0
14820,Isaiah Stewart,20,4,0,0,1,4,0,0.333,,0
14821,Killian Hayes,21,5,2,0,1,4,0,0.167,0.75,0
14822,Cade Cunningham,24,4,2,1,1,3,0,0.222,,0
14823,Isaiah Livers,24,3,2,1,1,3,0,0.25,0.5,0
14824,James Wiseman,27,20,1,0,1,13,0,0.75,1.0,1
14825,Alec Burks,17,4,0,0,0,2,0,0.25,,0
14826,Joe Harris,11,3,1,0,0,1,1,0.5,,0
14827,Marcus Sasser,16,11,4,1,1,2,1,1.125,0.5,0
14828,Marvin Bagley III,0,0,0,0,0,0,0,,,0
14829,Kevin Knox II,0,0,0,0,0,0,0,,,0
14830,Buddy Hield,27,11,3,2,3,3,3,0.393,,0
14831,Obi Toppin,26,16,2,0,0,5,2,0.875,0.667,0
14832,Myles Turner,19,6,1,0,3,4,1,0.25,0.5,0
14833,Bruce Brown,22,4,1,1,0,2,0,0.286,,0
14834,Tyrese Haliburton,27,19,11,0,0,2,2,0.471,1.0,1
14835,Aaron Nesmith,23,12,1,2,1,3,3,0.55,0.333,0
14836,Isaiah Jackson,19,20,1,0,1,13,0,0.769,,1
14837,Jarace Walker,13,5,0,0,0,2,1,0.625,,0
14838,Jordan Nwora,4,6,0,0,0,1,2,1.0,,0
14839,Oscar Tshiebwe,4,2,1,0,0,0,0,1.0,,0
14840,James Johnson,0,0,0,0,0,0,0,,,0
14841,Kyle Kuzma,29,31,4,1,0,5,4,0.565,0.625,0
14842,Daniel Gafford,28,9,4,0,3,10,0,0.5,0.75,0
14843,Tyus Jones,28,13,11,2,2,10,1,0.929,,1
14844,Bilal Coulibaly,30,17,0,2,1,5,2,0.778,1.0,0
